UNB3_345,IAT+SIZE,header_False,OCSVM(rbf),tuning_False,0|0|1854,43,9.401893043890595-9.60022696852684-9.563822021707892-9.42292569577694-9.128220821730793,0-0-0-0-0,0-0-0-0-0,0-0-0-0-0,0.35864546313881873-0.35383330036886035-0.35734237735159696-0.35227608325891197-0.35779560723342,0.5997382841728839-0.6041807037816715-0.6063946404694827-0.5922958494360133-0.6040375688473216,1761.417-1761.065-1761.065-1761.417-1761.065
UNB3_345,IAT+SIZE,header_False,OCSVM(rbf),tuning_True,0|0|1854,43,9.136286767199636-9.503790449351072-9.89671055227518-8.609750615432858-9.819810737855732,0-0-0-0-0,0-0-0-0-0,0-0-0-0-0,0.36461029907688497-0.3713170779123902-0.3706905838381499-0.3685849727131426-0.36417635006830096,0.6965952504803166-0.6785515210123246-0.666218060835838-0.6720953208840851-0.6588727949365145,1763.177-1764.233-1763.177-1763.177-1763.881
UNB3_345,IAT+SIZE,header_False,KJL-OCSVM(linear),tuning_False,0|0|1854,43,4.445154913701117-4.525130447000265-4.411408172920346-4.146316979080439-4.2204524371773005,0-0-0-0-0,0-0-0-0-0,0-0-0-0-0,0.08862872842699289-0.08736609857529402-0.08750873398967088-0.08771958015859127-0.08753728560172021,0.5581389665657738-0.5575687542256806-0.5450461930180407-0.5441489813563839-0.6576247281309021,279.281-279.281-279.281-279.281-279.281
UNB3_345,IAT+SIZE,header_False,KJL-OCSVM(linear),tuning_True,0|0|1854,43,5.03171453718096-162.1692662248388-3.367276456207037-54.67835783958435-46.56126356497407,0-0-0-0-0,0-0-0-0-0,0-0-0-0-0,0.08841890849173069-0.08774080825969577-0.08773070746101438-0.0877314589638263-0.08866147485561669,0.884339990853329-0.76778800668894-0.7171054392438754-0.6798269347362883-0.7362459546925568,279.473-280.673-279.281-280.241-281.873
UNB3_345,IAT+SIZE,header_False,Nystrom-OCSVM(linear),tuning_False,0|0|1854,43,4.876160332001746-4.74526818934828-4.670529080554843-4.552624944597483-4.617343442514539,0-0-0-0-0,0-0-0-0-0,0-0-0-0-0,0.08742735457606614-0.0876520040910691-0.0877503514289856-0.08831919816322625-0.08777933361940086,0.5931319669183747-0.5821099951241027-0.5743137959966439-0.5741386593493295-0.5779043881912517,279.345-279.345-279.345-279.393-279.345
UNB3_345,IAT+SIZE,header_False,Nystrom-OCSVM(linear),tuning_True,0|0|1854,43,5.237259052693844-4.384470088407397-4.657441089861095-4.267586137168109-4.557293423451483,0-0-0-0-0,0-0-0-0-0,0-0-0-0-0,0.08811247749254107-0.0879861615691334-0.08784753654152155-0.08785733985714614-0.0877759097982198,0.7300329675828465-0.7985195425733334-0.6520325742527017-0.7734668561168077-0.7227615965480045,279.441-279.441-279.489-279.537-279.393
UNB3_345,IAT+SIZE,header_False,KJL-GMM(full),tuning_False,0|0|1854,43,3.1174714183434844-3.1291078813374043-3.0600540162995458-2.8814194072037935-2.9331424701958895,0-0-0-0-0,0-0-0-0-0,0-0-0-0-0,0.01131949725560844-0.01090596366673708-0.010980149479582906-0.011004952304065228-0.010973589215427636,0.8080537256394235-0.8624484917883604-0.8575458293622114-0.9213153518617436-0.7875993944112207,39.357-39.357-39.357-39.357-39.357
UNB3_345,IAT+SIZE,header_False,KJL-GMM(full),tuning_True,0|0|1854,43,3.5225612679496408-3.2726227222010493-3.03887524548918-2.807250116020441-4.432438271120191,0-0-0-0-0,0-0-0-0-0,0-0-0-0-0,0.014143788665533065-0.011636381056159734-0.012137369597330689-0.010858433628454804-0.015090179340913891,0.9156551216123279-0.9521556935702159-0.8734407892669748-0.9213153518617436-0.9083773502348924,43.083-40.104-40.6-39.357-44.075
UNB3_345,IAT+SIZE,header_False,KJL-GMM(diag),tuning_False,0|0|1854,43,2.8902735682204366-3.1988651314750314-3.0662482641637325-2.4512265091761947-2.508117419667542,0-0-0-0-0,0-0-0-0-0,0-0-0-0-0,0.010524499211460352-0.011005030935630203-0.010874551711604-0.010935214320197702-0.011111777173355222,0.27875703019448883-0.2768962760479398-0.11850990714848443-0.0679914212135282-0.33078366958405914,39.195-39.195-39.195-39.195-39.195
UNB3_345,IAT+SIZE,header_False,KJL-GMM(diag),tuning_True,0|0|1854,43,3.3855234691873193-3.7230179654434323-2.853122318163514-3.5201672529801726-3.247251751832664,0-0-0-0-0,0-0-0-0-0,0-0-0-0-0,0.012086515566334128-0.012470177365466953-0.01136513059027493-0.011369890235364437-0.01266077410429716,0.933549315803377-0.9190769775022142-0.9542387141595361-0.936988045323735-0.9157522904498739,40.697-40.697-39.459-39.635-40.873
UNB3_345,IAT+SIZE,header_False,Nystrom-GMM(full),tuning_False,0|0|1854,43,3.111002389341593-3.129534527659416-2.9867938114330173-2.807773320004344-2.8547663101926446,0-0-0-0-0,0-0-0-0-0,0-0-0-0-0,0.010591173507273198-0.010696725090965628-0.010554936118423938-0.010614878544583917-0.010526780830696225,0.8620039589028182-0.870681659760115-0.8748354821028965-0.9094927553940342-0.8425527359137186,39.373-39.373-39.373-39.373-39.373
UNB3_345,IAT+SIZE,header_False,Nystrom-GMM(full),tuning_True,0|0|1854,43,3.236485487781465-2.8858753135427833-2.8388611609116197-2.743061287328601-3.2534272391349077,0-0-0-0-0,0-0-0-0-0,0-0-0-0-0,0.015258627021685242-0.012096328968182206-0.012077564336359502-0.012121272627264262-0.013429247234016657,0.9498620435246572-0.9677160901121689-0.9248337947398494-0.9439993297095753-0.9670457996878957,44.091-40.12-40.12-40.12-41.611
UNB3_345,IAT+SIZE,header_False,Nystrom-GMM(diag),tuning_False,0|0|1854,43,2.9203408109024167-3.0533400969579816-2.9769024290144444-2.793749679811299-2.8388659628108144,0-0-0-0-0,0-0-0-0-0,0-0-0-0-0,0.010858568605035543-0.010890516582876444-0.010845259064808488-0.010888259951025247-0.010921764317899943,0.8563280187215839-0.8596305954995118-0.866199674397117-0.9032553306126058-0.8372433608082587,39.211-39.211-39.211-39.211-39.211
UNB3_345,IAT+SIZE,header_False,Nystrom-GMM(diag),tuning_True,0|0|1854,43,3.0846527284011245-3.5211435984820127-3.3512138184159994-3.1893696384504437-3.2679545944556594,0-0-0-0-0,0-0-0-0-0,0-0-0-0-0,0.012050735671073199-0.012720995312556625-0.012544869361445308-0.012160764802247285-0.012597874272614717,0.9504037452477455-0.9451473184310085-0.9296451068217181-0.9419483108332202-0.9196762823086385,40.713-40.713-40.889-40.361-40.889
