AECHO1_2020,IAT+SIZE,header_False,OCSVM(rbf),tuning_True,IAT+SIZE,header_False,OCSVM(rbf),tuning_True,3000|280|1120,35,0.72497|0.01328,0.00000|0.00000,0.01641|0.00318,0.89993|0.03094,0.04176|0.00181,0.90139|0.02086
AECHO1_2020,IAT+SIZE,header_False,OCSVM(rbf),tuning_False,IAT+SIZE,header_False,OCSVM(rbf),tuning_False,3000|280|1120,35,0.74282|0.01928,0.00000|0.00000,0.01932|0.00329,0.77679|0.03317,0.04227|0.00165,0.77956|0.00538
AECHO1_2020,IAT+SIZE,header_False,KJL-OCSVM(linear),tuning_True,IAT+SIZE,header_False,KJL-OCSVM(linear),tuning_True,3000|280|1120,35,0.51825|0.06139,0.00000|0.00000,0.02099|0.01809,0.74546|0.04283,0.03192|0.01707,0.75736|0.01928
AECHO1_2020,IAT+SIZE,header_False,KJL-OCSVM(linear),tuning_False,IAT+SIZE,header_False,KJL-OCSVM(linear),tuning_False,3000|280|1120,35,0.81841|0.13393,0.00000|0.00000,0.04699|0.00668,0.70683|0.03698,0.06488|0.00375,0.71583|0.01676
AECHO1_2020,IAT+SIZE,header_False,Nystrom-OCSVM(linear),tuning_True,IAT+SIZE,header_False,Nystrom-OCSVM(linear),tuning_True,3000|280|1120,35,0.83852|0.16199,0.00000|0.00000,0.03290|0.00939,0.77479|0.03279,0.05244|0.00710,0.78471|0.00869
AECHO1_2020,IAT+SIZE,header_False,Nystrom-OCSVM(linear),tuning_False,IAT+SIZE,header_False,Nystrom-OCSVM(linear),tuning_False,3000|280|1120,35,1.17420|0.07312,0.00000|0.00000,0.05135|0.00424,0.75714|0.03383,0.06595|0.00125,0.76984|0.01093
AECHO1_2020,IAT+SIZE,header_False,KDE,tuning_True,IAT+SIZE,header_False,KDE,tuning_True,3000|280|1120,35,0.00642|0.00076,0.00000|0.00000,0.36275|0.03108,0.79305|0.02818,1.56828|0.03455,0.79733|0.01339
AECHO1_2020,IAT+SIZE,header_False,KDE,tuning_False,IAT+SIZE,header_False,KDE,tuning_False,3000|280|1120,35,0.00680|0.00071,0.00000|0.00000,0.26470|0.02140,0.74876|0.03754,1.05328|0.01636,0.75947|0.00139
AECHO1_2020,IAT+SIZE,header_False,GMM(full),tuning_True,IAT+SIZE,header_False,GMM(full),tuning_True,3000|280|1120,35,12.86938|5.20519,0.00000|0.00000,0.23793|0.06511,0.98444|0.00730,0.24887|0.06148,0.95827|0.00671
AECHO1_2020,IAT+SIZE,header_False,GMM(full),tuning_False,IAT+SIZE,header_False,GMM(full),tuning_False,3000|280|1120,35,0.57297|0.03362,0.00000|0.00000,0.01910|0.00236,0.94912|0.01569,0.02165|0.00054,0.93204|0.00326
AECHO1_2020,IAT+SIZE,header_False,GMM(diag),tuning_True,IAT+SIZE,header_False,GMM(diag),tuning_True,3000|280|1120,35,1.89115|0.90116,0.00000|0.00000,0.00477|0.00807,0.89440|0.04939,0.02126|0.01826,0.87001|0.04463
AECHO1_2020,IAT+SIZE,header_False,GMM(diag),tuning_False,IAT+SIZE,header_False,GMM(diag),tuning_False,3000|280|1120,35,0.19025|0.00825,0.00000|0.00000,0.02120|0.00033,0.86392|0.03491,0.02108|0.00043,0.83778|0.01390
AECHO1_2020,IAT+SIZE,header_False,KJL-GMM(full),tuning_True,IAT+SIZE,header_False,KJL-GMM(full),tuning_True,3000|280|1120,35,0.82533|0.10422,0.00000|0.00000,0.02456|0.01419,0.98844|0.00425,0.03678|0.00089,0.97175|0.00408
AECHO1_2020,IAT+SIZE,header_False,KJL-GMM(full),tuning_False,IAT+SIZE,header_False,KJL-GMM(full),tuning_False,3000|280|1120,35,0.76692|0.08006,0.00000|0.00000,0.02131|0.00186,0.04654|0.01275,0.03548|0.00153,0.06666|0.01807
AECHO1_2020,IAT+SIZE,header_False,KJL-GMM(diag),tuning_True,IAT+SIZE,header_False,KJL-GMM(diag),tuning_True,3000|280|1120,35,1.25534|0.32459,0.00000|0.00000,0.02311|0.00418,0.98232|0.00480,0.03395|0.00034,0.96538|0.00543
