UNB3_345,STATS,header_True,OCSVM(rbf),tuning_False,0|0|1854,40,9.012871076352894-9.486399036832154-9.448162988759577-8.843154036439955-9.350930740125477,0-0-0-0-0,0-0-0-0-0,0-0-0-0-0,0.37125110168941317-0.360674135889858-0.36877839827910064-0.3901906029321253-0.3548234467674047,0.14902790433000632-0.14549142412277485-0.14435681793585453-0.15337897359451388-0.15176492356245397,1641.041-1641.041-1641.041-1641.369-1641.697
UNB3_345,STATS,header_True,OCSVM(rbf),tuning_True,0|0|1854,40,7.676207941956818-7.507697222754359-8.034068766981363-7.750197256915271-7.633740575052798,0-0-0-0-0,0-0-0-0-0,0-0-0-0-0,0.32301014243625104-0.3311931605171412-0.3333179281372577-0.33014756097458303-0.3138638682104647,0.6075827767944525-0.5999076023269316-0.5911205137962293-0.6098548984149259-0.6105688275386958,1650.881-1655.801-1657.769-1658.425-1654.161
UNB3_345,STATS,header_True,KJL-OCSVM(linear),tuning_False,0|0|1854,40,5.136170585639775-4.849831507541239-4.2794507425278425-4.351641311310232-4.447261012159288,0-0-0-0-0,0-0-0-0-0,0-0-0-0-0,0.08517109779641033-0.0855964243877679-0.08552253465168178-0.08611398131586612-0.08513074707239866,0.12684897169768505-0.11226899127109634-0.12988855257997806-0.1294219094200242-0.13908759043393154,277.025-276.929-276.977-276.977-276.977
UNB3_345,STATS,header_True,KJL-OCSVM(linear),tuning_True,0|0|1854,40,3.2045426461845636-3.5141475992277265-194.208755354397-4.893710621632636-16.899208465591073,0-0-0-0-0,0-0-0-0-0,0-0-0-0-0,0.084489127965644-0.08448914617300034-0.08589314474724233-0.08539286847226321-0.0849733117595315,0.7299549997730792-0.6814014190141379-0.6399382541494585-0.45935607898721004-0.4355921887891599,276.881-276.881-281.009-276.977-278.081
UNB3_345,STATS,header_True,Nystrom-OCSVM(linear),tuning_False,0|0|1854,40,4.608936287462711-4.222743334248662-4.165681371465325-3.98412443138659-4.693907303735614,0-0-0-0-0,0-0-0-0-0,0-0-0-0-0,0.08544057548977435-0.08476930863223969-0.08536518417298794-0.08636511785909534-0.08499806418083608,0.14480716931466295-0.14895226391754493-0.14182111857041949-0.1527563948150243-0.15222923932510132,276.993-276.945-276.993-276.993-276.993
UNB3_345,STATS,header_True,Nystrom-OCSVM(linear),tuning_True,0|0|1854,40,4.797374157235026-3.925014073960483-4.644656402058899-4.329411412589252-4.172316744923592,0-0-0-0-0,0-0-0-0-0,0-0-0-0-0,0.08516027976758778-0.08430981141515076-0.08383277901448309-0.08530416765250265-0.08406655059196055,0.3532244344133621-0.377552718458239-0.4057456457305642-0.32277975024699496-0.41330619588073936,276.897-276.993-277.041-277.185-277.137
UNB3_345,STATS,header_True,KJL-GMM(full),tuning_False,0|0|1854,40,2.8153046211227775-2.9987135156989098-2.9171619564294815-2.720779526978731-3.0113875614479184,0-0-0-0-0,0-0-0-0-0,0-0-0-0-0,0.008406291697174311-0.008489025682210922-0.008377069383859634-0.009474647212773562-0.008382703056558966,0.11029186725922209-0.11167201386197839-0.10963786861609458-0.11007192821375748-0.11228528305224188,36.957-36.957-36.957-36.957-36.957
UNB3_345,STATS,header_True,KJL-GMM(full),tuning_True,0|0|1854,40,2.7137332698330283-3.2137580513954163-3.0890699243173003-2.6788696125149727-2.9825512627139688,0-0-0-0-0,0-0-0-0-0,0-0-0-0-0,0.007570358086377382-0.008395469021052123-0.007479918664321303-0.00747910063713789-0.007525600604712963,0.8322982233812661-0.7377465441059248-0.8299871178559088-0.8407676221796305-0.760107013728153,36.957-37.704-36.957-36.957-36.957
UNB3_345,STATS,header_True,KJL-GMM(diag),tuning_False,0|0|1854,40,2.927129555493593-3.0647842828184366-3.053666438907385-2.809128244407475-3.116916532628238,0-0-0-0-0,0-0-0-0-0,0-0-0-0-0,0.00831461338326335-0.00843151249922812-0.008313340526074171-0.009420929206535221-0.008318073265254498,0.2569656092137005-0.5176957835706697-0.2559962482355419-0.21216670215947558-0.19400020248356561,36.795-36.795-36.795-36.795-36.795
UNB3_345,STATS,header_True,KJL-GMM(diag),tuning_True,0|0|1854,40,3.005897634662688-2.6251969961449504-3.131800922565162-2.8930344972759485-3.189668162725866,0-0-0-0-0,0-0-0-0-0,0-0-0-0-0,0.008108295751735568-0.007916620010510087-0.007849868666380645-0.00806866162456572-0.008737914944067598,0.8155072155134997-0.8453229205577837-0.8765536831644222-0.8362611991449144-0.8586507612334742,37.235-37.059-37.059-37.235-37.235
UNB3_345,STATS,header_True,Nystrom-GMM(full),tuning_False,0|0|1854,40,2.744352831505239-2.995166052132845-2.8426495604217052-2.6146999234333634-2.883648277260363,0-0-0-0-0,0-0-0-0-0,0-0-0-0-0,0.008564521893858909-0.008886561505496502-0.00848996170796454-0.009623269401490688-0.008499944880604744,0.11141018166499679-0.11365728376442547-0.11111460220707083-0.4325770455785852-0.11371779609439457,36.973-36.973-36.973-36.973-36.973
UNB3_345,STATS,header_True,Nystrom-GMM(full),tuning_True,0|0|1854,40,2.962266449816525-3.054249473847449-3.1754568545147777-3.2145687537267804-3.3196433018893003,0-0-0-0-0,0-0-0-0-0,0-0-0-0-0,0.010397314792498946-0.01130763447843492-0.008864527018740773-0.01026585303246975-0.010270318444818259,0.8834881634391486-0.8822622069079479-0.8842253665359834-0.8543136563528054-0.8709562926422825,39.707-40.699-38.216-39.707-39.707
UNB3_345,STATS,header_True,Nystrom-GMM(diag),tuning_False,0|0|1854,40,2.9344658758491278-3.079612582921982-3.015553493052721-2.8113942611962557-3.160182736814022,0-0-0-0-0,0-0-0-0-0,0-0-0-0-0,0.008429130977019668-0.008551651136949659-0.008430708488449455-0.009525734446942807-0.008432616647332906,0.11080040357069293-0.1107422186380304-0.11020458986022814-0.10972398231643529-0.11015338711948511,36.811-36.811-36.811-36.811-36.811
UNB3_345,STATS,header_True,Nystrom-GMM(diag),tuning_True,0|0|1854,40,3.299431622028351-3.1193703189492226-3.1028106892481446-3.1051969146355987-3.1214269883930683,0-0-0-0-0,0-0-0-0-0,0-0-0-0-0,0.00923275701701641-0.009329385701566934-0.00811709264293313-0.008642246602103115-0.008520252406597137,0.8727472248696365-0.8763866924076809-0.8782870123084411-0.8572578139455321-0.8631234370072464,38.313-38.489-37.251-37.785-37.609
UNB3_345,STATS,header_True,KJL-QS-GMM(full),tuning_False,0|0|1854,40,6.602302161976695-6.628145615570247-6.72039448749274-6.286996238864958-6.559767389670014,0-0-0-0-0,0-0-0-0-0,0-0-0-0-0,0.0095661760866642-0.009631255883723497-0.00936796729452908-0.010207655765116215-0.009300620947033166,0.3739336156466267-0.3743676752442892-0.3745143012745992-0.3876978433172858-0.19317281274110382,37.955-37.707-37.707-37.459-37.707
UNB3_345,STATS,header_True,KJL-QS-GMM(full),tuning_True,0|0|1854,40,7.130020487122238-7.751919875852764-7.64973353408277-7.961055941879749-7.264315141364932,0-0-0-0-0,0-0-0-0-0,0-0-0-0-0,0.012004066668450832-0.011983695784583687-0.012050913712009788-0.011918268222361804-0.011964211789891124,0.7346138673313711-0.6903083685061252-0.6359490951661123-0.6869086228906509-0.6664641831010012,41.678-41.678-41.678-41.678-41.678
UNB3_345,STATS,header_True,KJL-QS-GMM(diag),tuning_False,0|0|1854,40,6.560656598769128-7.0031440844759345-6.611356221139431-6.326397757977247-6.768787795677781,0-0-0-0-0,0-0-0-0-0,0-0-0-0-0,0.008930675284937024-0.009028444131836295-0.00895076029933989-0.010103104608133436-0.008862265208736063,0.39299150849092723-0.38866604059679105-0.39787147879333745-0.4126405602510797-0.39367052665509944,37.15-37.062-37.062-36.974-37.062
UNB3_345,STATS,header_True,KJL-QS-GMM(diag),tuning_True,0|0|1854,40,6.664573159068823-7.046639283187687-7.412489714100957-7.153820097446442-6.80553281493485,0-0-0-0-0,0-0-0-0-0,0-0-0-0-0,0.009357567019760609-0.009247217606753112-0.009262336436659097-0.009330158419907093-0.009303358793258667,0.8186969135220623-0.7885419903203548-0.7879333759247044-0.8182506350885405-0.7907576725561455,38.476-38.476-38.476-38.476-38.476
UNB3_345,STATS,header_True,Nystrom-QS-GMM(full),tuning_False,0|0|1854,40,6.592645342461765-6.6606845846399665-6.595351938158274-6.466516762971878-6.605494046583772,0-0-0-0-0,0-0-0-0-0,0-0-0-0-0,0.009362853458151221-0.009702436625957489-0.009571567764505745-0.010666729081422091-0.009781523933634162,0.34644007126490556-0.3514265199940882-0.343587845865786-0.3327177367457632-0.35520504952119614,37.723-37.971-37.971-37.971-38.219
