Namespace(dataset='SFRIG1_2020', feat='stats', gs='False', header='True', model='KJL-OCSVM(linear)', time='2021-04-09 09:53:56')
***SFRIG1_2020, KJL-OCSVM(linear), stats, speedup/data/models/src_dst/stats-header_True/SFRIG1_2020/before_proj_False-gs_False/KJL-OCSVM(linear)-std_False_center_False-d_5-None
***0_th repeat
Total test time: 0.0456229280680418 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.014559970004484057, model_test_time: 0.031062958063557744
Total test time: 0.0433739370200783 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012310403864830732, model_test_time: 0.03106353315524757
Total test time: 0.05006257817149162 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.013396337162703276, model_test_time: 0.03666624100878835
Total test time: 0.05363906710408628 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.017080544959753752, model_test_time: 0.03655852214433253
Total test time: 0.053815175080671906 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.017116527073085308, model_test_time: 0.0366986480075866
Total test time: 0.04794913926161826 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016713705146685243, model_test_time: 0.031235434114933014
Total test time: 0.043386140605434775 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012228351784870028, model_test_time: 0.031157788820564747
Total test time: 0.05107649299316108 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01475342595949769, model_test_time: 0.03632306703366339
Total test time: 0.05333124380558729 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01700443704612553, model_test_time: 0.03632680675946176
Total test time: 0.05337144690565765 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.017117655836045742, model_test_time: 0.03625379106961191
Total test time: 0.053303430089727044 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01709021325223148, model_test_time: 0.036213216837495565
Total test time: 0.05269183684140444 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.017092434922233224, model_test_time: 0.035599401919171214
Total test time: 0.04334723367355764 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.0122828867752105, model_test_time: 0.03106434689834714
Total test time: 0.04452333110384643 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012442569248378277, model_test_time: 0.032080761855468154
Total test time: 0.054197682766243815 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.017133118817582726, model_test_time: 0.03706456394866109
Total test time: 0.05380582110956311 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.017189875012263656, model_test_time: 0.03661594609729946
