Namespace(dataset='DWSHR_WSHR_2020', feat='stats', gs='False', header='True', model='Nystrom-OCSVM(linear)', time='2021-04-09 10:32:41')
***DWSHR_WSHR_2020, Nystrom-OCSVM(linear), stats, speedup/data/models/src_dst/stats-header_True/DWSHR_WSHR_2020/before_proj_False-gs_False/Nystrom-OCSVM(linear)-std_False_center_False-d_5-None
***0_th repeat
Total test time: 0.045629083178937435 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.014527828199788928, model_test_time: 0.031101254979148507
Total test time: 0.04349739523604512 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012336846208199859, model_test_time: 0.031160549027845263
Total test time: 0.04339126800186932 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012235514121130109, model_test_time: 0.031155753880739212
Total test time: 0.04343982180580497 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012287197867408395, model_test_time: 0.031152623938396573
Total test time: 0.04361919010989368 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012229164130985737, model_test_time: 0.03139002597890794
Total test time: 0.05189270689152181 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.014872227795422077, model_test_time: 0.037020479096099734
Total test time: 0.054034360218793154 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01721556019037962, model_test_time: 0.036818800028413534
Total test time: 0.05402102693915367 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016988176153972745, model_test_time: 0.037032850785180926
Total test time: 0.04591785301454365 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.014798283809795976, model_test_time: 0.031119569204747677
Total test time: 0.05212018289603293 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012277345871552825, model_test_time: 0.039842837024480104
Total test time: 0.07595474598929286 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01782108098268509, model_test_time: 0.05813366500660777
Total test time: 0.05416596890427172 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.017106229905039072, model_test_time: 0.03705973899923265
Total test time: 0.05286527704447508 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.018064408097416162, model_test_time: 0.034800868947058916
Total test time: 0.04342228593304753 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012255199020728469, model_test_time: 0.031167086912319064
Total test time: 0.04366385447792709 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.0123528812546283, model_test_time: 0.03131097322329879
Total test time: 0.04343897011131048 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012284087017178535, model_test_time: 0.031154883094131947
