Namespace(dataset='DWSHR_WSHR_2020', feat='stats', gs='False', header='True', model='Nystrom-QS-init_GMM(full)', time='2021-04-09 10:31:25')
***DWSHR_WSHR_2020, Nystrom-QS-init_GMM(full), stats, speedup/data/models/src_dst/stats-header_True/DWSHR_WSHR_2020/before_proj_False-gs_False/Nystrom-QS-init_GMM(full)-std_False_center_False-d_5-full
***0_th repeat
Total test time: 0.019402653677389026 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.014624418690800667, model_test_time: 0.004778234986588359
Total test time: 0.016859399853274226 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012235438916832209, model_test_time: 0.0046239609364420176
Total test time: 0.016863476717844605 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012278976617380977, model_test_time: 0.004584500100463629
Total test time: 0.016952971694990993 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012206995859742165, model_test_time: 0.004745975835248828
Total test time: 0.018637005938217044 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.014042600756511092, model_test_time: 0.004594405181705952
Total test time: 0.016949029406532645 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01232442120090127, model_test_time: 0.004624608205631375
Total test time: 0.016900805989280343 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012267291080206633, model_test_time: 0.0046335149090737104
Total test time: 0.018975554266944528 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012307273223996162, model_test_time: 0.006668281042948365
Total test time: 0.02359384810552001 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016966583905741572, model_test_time: 0.006627264199778438
Total test time: 0.023651496041566133 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016965808114036918, model_test_time: 0.006685687927529216
Total test time: 0.029834175249561667 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.023211875231936574, model_test_time: 0.0066223000176250935
Total test time: 0.02371054794639349 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016995711950585246, model_test_time: 0.006714835995808244
Total test time: 0.017500867368653417 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012940664077177644, model_test_time: 0.004560203291475773
Total test time: 0.01674825605005026 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012198034208267927, model_test_time: 0.0045502218417823315
