Namespace(dataset='UNB345_3', feat='iat_size', gs='False', header='False', model='Nystrom-QS-init_GMM(diag)', time='2021-04-09 08:29:44')
***UNB345_3, Nystrom-QS-init_GMM(diag), iat_size, speedup/data/models/src_dst/iat_size-header_False/UNB345_3/before_proj_False-gs_False/Nystrom-QS-init_GMM(diag)-std_False_center_False-d_5-diag
***0_th repeat
Total test time: 0.02811608975753188 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.023570574587211013, model_test_time: 0.0045455151703208685
Total test time: 0.016457835910841823 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012029208010062575, model_test_time: 0.004428627900779247
Total test time: 0.030911143170669675 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012021579081192613, model_test_time: 0.018889564089477062
Total test time: 0.016498538898304105 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012085391907021403, model_test_time: 0.0044131469912827015
Total test time: 0.01649666973389685 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012063559843227267, model_test_time: 0.004433109890669584
Total test time: 0.01651440979912877 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012054577702656388, model_test_time: 0.0044598320964723825
Total test time: 0.017222041497007012 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01272669155150652, model_test_time: 0.004495349945500493
Total test time: 0.016414375975728035 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.0120047468226403, model_test_time: 0.004409629153087735
Total test time: 0.016945529961958528 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012054540915414691, model_test_time: 0.004890989046543837
Total test time: 0.016396173276007175 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012052542064338923, model_test_time: 0.004343631211668253
Total test time: 0.0164039118681103 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012053299928084016, model_test_time: 0.004350611940026283
Total test time: 0.016581167234107852 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012215260183438659, model_test_time: 0.004365907050669193
Total test time: 0.018532513873651624 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012190334033221006, model_test_time: 0.006342179840430617
Total test time: 0.023053456796333194 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.0167439968790859, model_test_time: 0.006309459917247295
Total test time: 0.022988755023106933 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016654889099299908, model_test_time: 0.006333865923807025
Total test time: 0.016387672163546085 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012041949201375246, model_test_time: 0.004345722962170839
Total test time: 0.01637804228812456 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012040393194183707, model_test_time: 0.004337649093940854
Total test time: 0.016511725028976798 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012053207959979773, model_test_time: 0.0044585170689970255
Total test time: 0.01938355411402881 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.013108741026371717, model_test_time: 0.006274813087657094
Total test time: 0.02288125641644001 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01663125865161419, model_test_time: 0.006249997764825821
***1_th repeat
Total test time: 0.02330674510449171 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.017940896097570658, model_test_time: 0.005365849006921053
Total test time: 0.016405266243964434 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012662993278354406, model_test_time: 0.0037422729656100273
Total test time: 0.016515612602233887 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012777617899701, model_test_time: 0.0037379947025328875
