Namespace(dataset='SFRIG1_2020', feat='stats', gs='False', header='True', model='Nystrom-QS-init_GMM(full)', time='2021-04-09 09:52:52')
***SFRIG1_2020, Nystrom-QS-init_GMM(full), stats, speedup/data/models/src_dst/stats-header_True/SFRIG1_2020/before_proj_False-gs_False/Nystrom-QS-init_GMM(full)-std_False_center_False-d_5-full
***0_th repeat
Total test time: 0.021917821606621146 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.014557684771716595, model_test_time: 0.0073601368349045515
Total test time: 0.01917834486812353 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011898465920239687, model_test_time: 0.007279878947883844
Total test time: 0.019171641673892736 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011864578817039728, model_test_time: 0.007307062856853008
Total test time: 0.01922373380511999 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01189702283591032, model_test_time: 0.007326710969209671
Total test time: 0.027193055720999837 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01653533079661429, model_test_time: 0.010657724924385548
Total test time: 0.02717731613665819 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016534683061763644, model_test_time: 0.010642633074894547
Total test time: 0.020504250656813383 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01316146575845778, model_test_time: 0.007342784898355603
Total test time: 0.019155198941007257 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011844319058582187, model_test_time: 0.00731087988242507
Total test time: 0.019182236399501562 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011916226241737604, model_test_time: 0.007266010157763958
Total test time: 0.023980056634172797 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.013234409736469388, model_test_time: 0.01074564689770341
Total test time: 0.027060113847255707 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01643029577098787, model_test_time: 0.010629818076267838
Total test time: 0.02719161007553339 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016513256123289466, model_test_time: 0.010678353952243924
Total test time: 0.027113557094708085 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016418630024418235, model_test_time: 0.01069492707028985
Total test time: 0.027129686903208494 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01646988675929606, model_test_time: 0.010659800143912435
Total test time: 0.01925930636934936 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011932484339922667, model_test_time: 0.007326822029426694
Total test time: 0.02154440595768392 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.014231732115149498, model_test_time: 0.007312673842534423
Total test time: 0.01914786733686924 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011898486176505685, model_test_time: 0.007249381160363555
Total test time: 0.027215258916839957 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016486053820699453, model_test_time: 0.010729205096140504
Total test time: 0.027258869959041476 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016562794102355838, model_test_time: 0.010696075856685638
Total test time: 0.027161334874108434 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01652627601288259, model_test_time: 0.010635058861225843
***1_th repeat
Total test time: 0.028579664416611195 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01747397077269852, model_test_time: 0.011105693643912673
Total test time: 0.02152927778661251 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.013939074007794261, model_test_time: 0.00759020377881825
Total test time: 0.01989275123924017 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012372045079246163, model_test_time: 0.007520706159994006
Total test time: 0.019821824971586466 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012372266035526991, model_test_time: 0.007449558936059475
Total test time: 0.025491364765912294 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.014491631649434566, model_test_time: 0.010999733116477728
Total test time: 0.028236005920916796 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01718603284098208, model_test_time: 0.011049973079934716
Total test time: 0.02804938401095569 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.017027594847604632, model_test_time: 0.011021789163351059
Total test time: 0.02818312169983983 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.017112018773332238, model_test_time: 0.011071102926507592
Total test time: 0.02617136389017105 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.017052334966138005, model_test_time: 0.009119028924033046
Total test time: 0.01980866165831685 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012316880747675896, model_test_time: 0.007491780910640955
Total test time: 0.02002187678590417 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01248122681863606, model_test_time: 0.007540649967268109
Total test time: 0.020352272782474756 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012268435908481479, model_test_time: 0.008083836873993278
Total test time: 0.02828730153851211 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01717229373753071, model_test_time: 0.011115007800981402
Total test time: 0.028215968748554587 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.017168347956612706, model_test_time: 0.011047620791941881
Total test time: 0.028266929322853684 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.017187365563586354, model_test_time: 0.01107956375926733
Total test time: 0.048018019180744886 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.036996749928221107, model_test_time: 0.01102126925252378
Total test time: 0.028285728534683585 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01716736820526421, model_test_time: 0.011118360329419374
Total test time: 0.028245655121281743 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.017176757100969553, model_test_time: 0.01106889802031219
Total test time: 0.028229266870766878 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01710961083881557, model_test_time: 0.011119656031951308
