Namespace(dataset='MAWI1_2020', feat='iat_size', gs='False', header='False', model='Nystrom-QS-init_GMM(full)', time='2021-04-09 09:05:49')
***MAWI1_2020, Nystrom-QS-init_GMM(full), iat_size, speedup/data/models/src_dst/iat_size-header_False/MAWI1_2020/before_proj_False-gs_False/Nystrom-QS-init_GMM(full)-std_False_center_False-d_5-full
***0_th repeat
Total test time: 0.027881513349711895 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.017803673166781664, model_test_time: 0.010077840182930231
Total test time: 0.02456747181713581 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015147062949836254, model_test_time: 0.009420408867299557
Total test time: 0.024516548262909055 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015131749212741852, model_test_time: 0.009384799050167203
Total test time: 0.032118682051077485 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01821859087795019, model_test_time: 0.013900091173127294
Total test time: 0.03430580138228834 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.020450320560485125, model_test_time: 0.013855480821803212
Total test time: 0.024385642958804965 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.014964493922889233, model_test_time: 0.009421149035915732
Total test time: 0.02447456819936633 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015018511097878218, model_test_time: 0.009456057101488113
Total test time: 0.026220585918053985 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01495073619298637, model_test_time: 0.011269849725067616
Total test time: 0.03429915220476687 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.020477911224588752, model_test_time: 0.013821240980178118
Total test time: 0.030029929941520095 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.020572466077283025, model_test_time: 0.00945746386423707
Total test time: 0.024549084715545177 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015088342828676105, model_test_time: 0.009460741886869073
Total test time: 0.024479399900883436 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.014929180033504963, model_test_time: 0.009550219867378473
Total test time: 0.0245259921066463 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015028585214167833, model_test_time: 0.009497406892478466
Total test time: 0.024505344219505787 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.014980326173827052, model_test_time: 0.009525018045678735
Total test time: 0.02572329924441874 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015090658096596599, model_test_time: 0.010632641147822142
Total test time: 0.03436335502192378 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.020409191958606243, model_test_time: 0.013954163063317537
Total test time: 0.034290576819330454 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.020537409000098705, model_test_time: 0.013753167819231749
Total test time: 0.0345270000398159 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.020585021004080772, model_test_time: 0.01394197903573513
Total test time: 0.03437377978116274 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.020467133726924658, model_test_time: 0.013906646054238081
Total test time: 0.03447879711166024 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.020392859121784568, model_test_time: 0.014085937989875674
***1_th repeat
Total test time: 0.0346999594476074 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.02109267725609243, model_test_time: 0.013607282191514969
Total test time: 0.03441718779504299 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.020926847821101546, model_test_time: 0.013490339973941445
Total test time: 0.03442709450609982 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.020873032277449965, model_test_time: 0.013554062228649855
Total test time: 0.0343675403855741 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.020920440321788192, model_test_time: 0.01344710006378591
Total test time: 0.034457223722711205 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.02089914376847446, model_test_time: 0.013558079954236746
Total test time: 0.034240338020026684 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.020792460069060326, model_test_time: 0.013447877950966358
Total test time: 0.03428981779143214 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.02086864272132516, model_test_time: 0.013421175070106983
Total test time: 0.04193320986814797 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.028142635943368077, model_test_time: 0.013790573924779892
Total test time: 0.034285579808056355 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.020803961902856827, model_test_time: 0.013481617905199528
Total test time: 0.024449491873383522 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015285133849829435, model_test_time: 0.009164358023554087
Total test time: 0.024545066989958286 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015365707920864224, model_test_time: 0.009179359069094062
Total test time: 0.03857567301020026 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.02510199905373156, model_test_time: 0.013473673956468701
Total test time: 0.03435711516067386 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.02091821818612516, model_test_time: 0.013438896974548697
Total test time: 0.034212375059723854 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.02078462694771588, model_test_time: 0.013427748112007976
Total test time: 0.034147192956879735 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.02073788922280073, model_test_time: 0.013409303734079003
Total test time: 0.03435435891151428 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.020707373041659594, model_test_time: 0.013646985869854689
Total test time: 0.03417541552335024 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.020746926311403513, model_test_time: 0.013428489211946726
Total test time: 0.03428194858133793 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.020818570628762245, model_test_time: 0.013463377952575684
Total test time: 0.034285709261894226 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.020860904129222035, model_test_time: 0.01342480513267219
Total test time: 0.03443296323530376 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.02082125609740615, model_test_time: 0.01361170713789761
***2_th repeat
Total test time: 0.03582649119198322 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.02184393908828497, model_test_time: 0.013982552103698254
Total test time: 0.03526739310473204 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.02131615485996008, model_test_time: 0.013951238244771957
Total test time: 0.034155137836933136 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.02022323291748762, model_test_time: 0.013931904919445515
Total test time: 0.03421719092875719 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.020323601085692644, model_test_time: 0.013893589843064547
Total test time: 0.034187507815659046 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.020302601857110858, model_test_time: 0.013884905958548188
Total test time: 0.03415893577039242 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.02028117678128183, model_test_time: 0.013877758989110589
Total test time: 0.024372125044465065 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.014918755041435361, model_test_time: 0.009453370003029704
Total test time: 0.024361867224797606 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.014849015977233648, model_test_time: 0.009512851247563958
Total test time: 0.02969841822050512 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015898011391982436, model_test_time: 0.013800406828522682
Total test time: 0.034296244848519564 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.02038511773571372, model_test_time: 0.013911127112805843
Total test time: 0.03425780241377652 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.020239899400621653, model_test_time: 0.014017903013154864
Total test time: 0.03415565495379269 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.020222546998411417, model_test_time: 0.013933107955381274
Total test time: 0.03434769017621875 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.02040343312546611, model_test_time: 0.01394425705075264
Total test time: 0.03410810185596347 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.020238992758095264, model_test_time: 0.013869109097868204
Total test time: 0.03412304609082639 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.020207845140248537, model_test_time: 0.013915200950577855
Total test time: 0.03418176621198654 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.020280620083212852, model_test_time: 0.01390114612877369
Total test time: 0.034628348890691996 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.020606280071660876, model_test_time: 0.01402206881903112
Total test time: 0.03033192385919392 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.020239213947206736, model_test_time: 0.010092709911987185
Total test time: 0.024432791862636805 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.014946012990549207, model_test_time: 0.009486778872087598
Total test time: 0.03569928789511323 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.026171640958637, model_test_time: 0.00952764693647623
***3_th repeat
Total test time: 0.03440026310272515 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.020842960104346275, model_test_time: 0.013557302998378873
Total test time: 0.034247782081365585 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.02073010988533497, model_test_time: 0.013517672196030617
Total test time: 0.034352634102106094 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.020789518021047115, model_test_time: 0.013563116081058979
Total test time: 0.034419224597513676 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.020825349492952228, model_test_time: 0.013593875104561448
Total test time: 0.03441405692137778 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.020874791778624058, model_test_time: 0.01353926514275372
Total test time: 0.02653185767121613 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.017316776793450117, model_test_time: 0.009215080877766013
Total test time: 0.02450678893364966 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01528200600296259, model_test_time: 0.00922478293068707
Total test time: 0.024512937758117914 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015271246898919344, model_test_time: 0.00924169085919857
Total test time: 0.03430641209706664 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.020750684197992086, model_test_time: 0.013555727899074554
Total test time: 0.03450031392276287 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.020933920750394464, model_test_time: 0.013566393172368407
Total test time: 0.034407021943479776 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.020845811814069748, model_test_time: 0.013561210129410028
Total test time: 0.03434037510305643 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.02082833112217486, model_test_time: 0.013512043980881572
Total test time: 0.03424252406693995 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.0207112031057477, model_test_time: 0.01353132096119225
Total test time: 0.03453007200732827 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.020983826834708452, model_test_time: 0.01354624517261982
Total test time: 0.03434713394381106 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.020769146969541907, model_test_time: 0.013577986974269152
Total test time: 0.03437880054116249 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.020803628722205758, model_test_time: 0.013575171818956733
Total test time: 0.03447298309765756 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.020890866871923208, model_test_time: 0.013582116225734353
Total test time: 0.03447279776446521 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.02088214480318129, model_test_time: 0.013590652961283922
Total test time: 0.034216435393318534 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.02072076126933098, model_test_time: 0.013495674123987556
Total test time: 0.03434013412334025 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.020864534191787243, model_test_time: 0.013475599931553006
***4_th repeat
Total test time: 0.034385578241199255 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.020510117057710886, model_test_time: 0.013875461183488369
Total test time: 0.03442324511706829 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.020417175022885203, model_test_time: 0.014006070094183087
Total test time: 0.034284395165741444 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.020365212112665176, model_test_time: 0.013919183053076267
