Namespace(dataset='MACCDC1', feat='iat_size', gs='False', header='False', model='Nystrom-QS-init_GMM(full)', time='2021-04-09 09:25:14')
***MACCDC1, Nystrom-QS-init_GMM(full), iat_size, speedup/data/models/src_dst/iat_size-header_False/MACCDC1/before_proj_False-gs_False/Nystrom-QS-init_GMM(full)-std_False_center_False-d_5-full
***0_th repeat
Total test time: 0.019216605927795172 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.014477614779025316, model_test_time: 0.0047389911487698555
Total test time: 0.026097661582753062 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.02154529676772654, model_test_time: 0.004552364815026522
Total test time: 0.01666569709777832 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012109128991141915, model_test_time: 0.004556568106636405
Total test time: 0.016915858257561922 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012364679016172886, model_test_time: 0.004551179241389036
Total test time: 0.016763603780418634 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012203608872368932, model_test_time: 0.004559994908049703
Total test time: 0.01670325524173677 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012145722983404994, model_test_time: 0.004557532258331776
Total test time: 0.016707826871424913 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012143628904595971, model_test_time: 0.004564197966828942
Total test time: 0.018827466759830713 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012167627923190594, model_test_time: 0.0066598388366401196
Total test time: 0.02393052401021123 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.017183723859488964, model_test_time: 0.006746800150722265
Total test time: 0.02368321525864303 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016938267275691032, model_test_time: 0.006744947982951999
Total test time: 0.016663718270137906 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.0121065943967551, model_test_time: 0.004557123873382807
Total test time: 0.016702587250620127 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012143758358433843, model_test_time: 0.004558828892186284
Total test time: 0.016755345510318875 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012148813344538212, model_test_time: 0.0046065321657806635
Total test time: 0.01667591999284923 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012134849792346358, model_test_time: 0.0045410702005028725
Total test time: 0.016773400362581015 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012211998226121068, model_test_time: 0.004561402136459947
Total test time: 0.016788956010714173 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012186999199911952, model_test_time: 0.004601956810802221
Total test time: 0.016793195391073823 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012161702383309603, model_test_time: 0.00463149300776422
Total test time: 0.023563699331134558 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016859806142747402, model_test_time: 0.0067038931883871555
Total test time: 0.023529384285211563 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016898619243875146, model_test_time: 0.006630765041336417
Total test time: 0.017923986539244652 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.013303585350513458, model_test_time: 0.0046204011887311935
