Namespace(dataset='UNB345_3', feat='stats', gs='True', header='True', model='Nystrom-QS-init_GMM(full)', time='2021-04-09 08:31:31')
***UNB345_3, Nystrom-QS-init_GMM(full), stats, speedup/data/models/src_dst/stats-header_True/UNB345_3/before_proj_False-gs_True/Nystrom-QS-init_GMM(full)-std_False_center_False-d_5-full
***0_th repeat
Total test time: 0.02402847190387547 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.014388894895091653, model_test_time: 0.009639577008783817
Total test time: 0.028345224680379033 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.018887699814513326, model_test_time: 0.009457524865865707
Total test time: 0.020900247152894735 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011420851107686758, model_test_time: 0.009479396045207977
Total test time: 0.021036280784755945 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01153820101171732, model_test_time: 0.009498079773038626
Total test time: 0.020983058726415038 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011469349730759859, model_test_time: 0.009513708995655179
Total test time: 0.020866840612143278 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011356629664078355, model_test_time: 0.009510210948064923
Total test time: 0.02970072953030467 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015726788667961955, model_test_time: 0.013973940862342715
Total test time: 0.02977580577135086 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01577014196664095, model_test_time: 0.014005663804709911
Total test time: 0.02100207726471126 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011459720088168979, model_test_time: 0.009542357176542282
Total test time: 0.02102870913222432 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011526480317115784, model_test_time: 0.009502228815108538
Total test time: 0.02091969083994627 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011392462765797973, model_test_time: 0.009527228074148297
Total test time: 0.02986497012898326 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01584954815916717, model_test_time: 0.014015421969816089
Total test time: 0.029763584258034825 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015841530170291662, model_test_time: 0.013922054087743163
Total test time: 0.029858210356906056 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01586939860135317, model_test_time: 0.013988811755552888
Total test time: 0.029648992465808988 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015702327247709036, model_test_time: 0.013946665218099952
Total test time: 0.02256326610222459 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.013023927109315991, model_test_time: 0.009539338992908597
Total test time: 0.020971524994820356 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011453260201960802, model_test_time: 0.009518264792859554
Total test time: 0.024339389754459262 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.014592907624319196, model_test_time: 0.009746482130140066
Total test time: 0.02951462520286441 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015508499229326844, model_test_time: 0.014006125973537564
Total test time: 0.02980854595080018 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.0158519740216434, model_test_time: 0.01395657192915678
***1_th repeat
Total test time: 0.022394785890355706 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.013604023959487677, model_test_time: 0.00879076193086803
Total test time: 0.02100328099913895 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012209146982058883, model_test_time: 0.008794134017080069
Total test time: 0.021111188223585486 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012286999262869358, model_test_time: 0.008824188960716128
Total test time: 0.020945024443790317 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012150409165769815, model_test_time: 0.008794615278020501
Total test time: 0.02100374479778111 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01223859190940857, model_test_time: 0.00876515288837254
Total test time: 0.0210955950897187 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012280572904273868, model_test_time: 0.008815022185444832
