Namespace(dataset='MACCDC1', feat='iat_size', gs='False', header='False', model='KJL-GMM(diag)', time='2021-04-09 09:26:40')
***MACCDC1, KJL-GMM(diag), iat_size, speedup/data/models/src_dst/iat_size-header_False/MACCDC1/before_proj_False-gs_False/KJL-GMM(diag)-std_False_center_False-d_5-diag
***0_th repeat
Total test time: 0.016767510445788503 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.014497467316687107, model_test_time: 0.0022700431291013956
Total test time: 0.014379580970853567 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01223221980035305, model_test_time: 0.002147361170500517
Total test time: 0.014413689728826284 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012272606836631894, model_test_time: 0.0021410828921943903
Total test time: 0.014516725204885006 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012263088021427393, model_test_time: 0.002253637183457613
Total test time: 0.014450118178501725 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012280571274459362, model_test_time: 0.002169546904042363
Total test time: 0.01456626271829009 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012414641911163926, model_test_time: 0.0021516208071261644
Total test time: 0.025099518476054072 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.02296784147620201, model_test_time: 0.0021316769998520613
Total test time: 0.014512910740450025 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012305031763389707, model_test_time: 0.002207878977060318
Total test time: 0.014480615733191371 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012330790981650352, model_test_time: 0.0021498247515410185
Total test time: 0.015331706730648875 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012241106946021318, model_test_time: 0.003090599784627557
Total test time: 0.020277677103877068 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01718694600276649, model_test_time: 0.0030907311011105776
Total test time: 0.02030606404878199 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.017155687091872096, model_test_time: 0.003150376956909895
Total test time: 0.020352544961497188 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.017164038959890604, model_test_time: 0.0031885060016065836
Total test time: 0.020377045031636953 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01718848291784525, model_test_time: 0.003188562113791704
Total test time: 0.020289528416469693 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.017193983076140285, model_test_time: 0.0030955453403294086
Total test time: 0.014434857061132789 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01230530976317823, model_test_time: 0.0021295472979545593
