Namespace(dataset='CTU1', feat='iat_size', gs='True', header='False', model='Nystrom-GMM(diag)', time='2021-04-09 08:43:15')
***CTU1, Nystrom-GMM(diag), iat_size, speedup/data/models/src_dst/iat_size-header_False/CTU1/before_proj_False-gs_True/Nystrom-GMM(diag)-std_False_center_False-d_5-diag
***0_th repeat
Total test time: 0.04965771618299186 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.046968534123152494, model_test_time: 0.002689182059839368
Total test time: 0.015019135782495141 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01249076472595334, model_test_time: 0.0025283710565418005
Total test time: 0.014812621753662825 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012284992029890418, model_test_time: 0.0025276297237724066
Total test time: 0.01490861689671874 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012304822914302349, model_test_time: 0.0026037939824163914
Total test time: 0.014827547362074256 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012292084284126759, model_test_time: 0.0025354630779474974
Total test time: 0.020928839687258005 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01717318082228303, model_test_time: 0.0037556588649749756
Total test time: 0.020897434325888753 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.017162682255730033, model_test_time: 0.00373475207015872
Total test time: 0.020530995912849903 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01718593994155526, model_test_time: 0.0033450559712946415
Total test time: 0.014813513262197375 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.0122735311742872, model_test_time: 0.0025399820879101753
Total test time: 0.014970580814406276 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012435654876753688, model_test_time: 0.002534925937652588
Total test time: 0.014818954048678279 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012280380120500922, model_test_time: 0.0025385739281773567
Total test time: 0.0174811203032732 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.013813274214044213, model_test_time: 0.0036678460892289877
Total test time: 0.020832305075600743 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01717584813013673, model_test_time: 0.003656456945464015
