AECHO1_2020,IAT+SIZE,header_False,OCSVM(rbf),tuning_True,IAT+SIZE,header_False,OCSVM(rbf),tuning_True,1000|280|1120,35,0.05812|0.00352,0.00000|0.00000,0.00335|0.00040,0.89664|0.03877,0.00867|0.00062,0.90041|0.02068
AECHO1_2020,IAT+SIZE,header_False,KDE,tuning_False,IAT+SIZE,header_False,KDE,tuning_False,1000|280|1120,35,0.00099|0.00007,0.00000|0.00000,0.03669|0.00402,0.74928|0.03772,0.14196|0.00095,0.75917|0.00228
AECHO1_2020,IAT+SIZE,header_False,KDE,tuning_True,IAT+SIZE,header_False,KDE,tuning_True,1000|280|1120,35,0.00094|0.00011,0.00000|0.00000,0.03428|0.00043,0.79782|0.06536,0.14003|0.00097,0.80522|0.03414
AECHO1_2020,IAT+SIZE,header_False,GMM(full),tuning_False,IAT+SIZE,header_False,GMM(full),tuning_False,1000|280|1120,35,0.00737|0.00107,0.00000|0.00000,0.00052|0.00005,0.95997|0.01038,0.00075|0.00008,0.93927|0.00578
AECHO1_2020,IAT+SIZE,header_False,GMM(full),tuning_True,IAT+SIZE,header_False,GMM(full),tuning_True,1000|280|1120,35,0.03512|0.01215,0.00000|0.00000,0.00159|0.00053,0.97602|0.01605,0.00323|0.00094,0.96350|0.00895
DWSHR_AECHO_2020,IAT+SIZE,header_False,OCSVM(rbf),tuning_False,IAT+SIZE,header_False,OCSVM(rbf),tuning_False,1000|508|2032,29,0.05759|0.00370,0.00000|0.00000,0.00632|0.00195,0.90658|0.01375,0.01714|0.00122,0.89695|0.01273
DWSHR_AECHO_2020,IAT+SIZE,header_False,OCSVM(rbf),tuning_True,IAT+SIZE,header_False,OCSVM(rbf),tuning_True,1000|508|2032,29,0.05423|0.00320,0.00000|0.00000,0.00580|0.00134,0.93160|0.00853,0.01650|0.00139,0.92315|0.00196
DWSHR_AECHO_2020,IAT+SIZE,header_False,KDE,tuning_False,IAT+SIZE,header_False,KDE,tuning_False,1000|508|2032,29,0.00171|0.00105,0.00000|0.00000,0.05188|0.00340,0.83161|0.01064,0.20618|0.00507,0.82362|0.01075
DWSHR_AECHO_2020,IAT+SIZE,header_False,KDE,tuning_True,IAT+SIZE,header_False,KDE,tuning_True,1000|508|2032,29,0.00138|0.00051,0.00000|0.00000,0.04156|0.00234,0.91459|0.00931,0.16378|0.00958,0.90421|0.00096
DWSHR_AECHO_2020,IAT+SIZE,header_False,GMM(full),tuning_False,IAT+SIZE,header_False,GMM(full),tuning_False,1000|508|2032,29,0.01697|0.01186,0.00000|0.00000,0.00068|0.00004,0.90077|0.00943,0.00149|0.00032,0.88577|0.00583
DWSHR_AECHO_2020,IAT+SIZE,header_False,GMM(full),tuning_True,IAT+SIZE,header_False,GMM(full),tuning_True,1000|508|2032,29,0.02902|0.01256,0.00000|0.00000,0.00343|0.00317,0.92829|0.00901,0.00360|0.00121,0.91436|0.00526
