AECHO1_2020,IAT+SIZE,header_False,OCSVM(rbf),tuning_True,IAT+SIZE,header_False,OCSVM(rbf),tuning_True,8000|280|1120,35,4.99397|0.30727,0.00000|0.00000,0.03051|0.00227,0.88942|0.01935,0.09083|0.00221,0.89465|0.00209
AECHO1_2020,IAT+SIZE,header_False,OCSVM(rbf),tuning_False,IAT+SIZE,header_False,OCSVM(rbf),tuning_False,8000|280|1120,35,4.99502|0.27955,0.00000|0.00000,0.03125|0.00215,0.77499|0.03255,0.09368|0.00240,0.77842|0.00373
AECHO1_2020,IAT+SIZE,header_False,KDE,tuning_True,IAT+SIZE,header_False,KDE,tuning_True,8000|280|1120,35,0.06116|0.01421,0.00000|0.00000,0.32111|0.00620,0.78282|0.03263,1.26193|0.02100,0.78890|0.00026
AECHO1_2020,IAT+SIZE,header_False,KDE,tuning_False,IAT+SIZE,header_False,KDE,tuning_False,8000|280|1120,35,0.05539|0.00599,0.00000|0.00000,0.31772|0.00685,0.74906|0.03782,1.25892|0.00669,0.76047|0.00040
AECHO1_2020,IAT+SIZE,header_False,GMM(full),tuning_True,IAT+SIZE,header_False,GMM(full),tuning_True,8000|280|1120,35,0.38564|0.23533,0.00000|0.00000,0.00200|0.00092,0.98509|0.00950,0.00326|0.00122,0.96808|0.00500
AECHO1_2020,IAT+SIZE,header_False,GMM(full),tuning_False,IAT+SIZE,header_False,GMM(full),tuning_False,8000|280|1120,35,0.02789|0.00486,0.00000|0.00000,0.00064|0.00027,0.94816|0.01601,0.00085|0.00022,0.93025|0.00396
AECHO1_2020,IAT+SIZE,header_False,KJL-GMM(full),tuning_True,IAT+SIZE,header_False,KJL-GMM(full),tuning_True,8000|280|1120,35,2.04668|0.12184,0.00000|0.00000,0.00142|0.00018,0.98957|0.00362,0.00317|0.00031,0.96810|0.00759
AECHO1_2020,IAT+SIZE,header_False,KJL-GMM(full),tuning_False,IAT+SIZE,header_False,KJL-GMM(full),tuning_False,8000|280|1120,35,2.04836|0.41151,0.00000|0.00000,0.00098|0.00002,0.04505|0.01935,0.00209|0.00010,0.05069|0.01842
AECHO1_2020,IAT+SIZE,header_False,Nystrom-GMM(full),tuning_True,IAT+SIZE,header_False,Nystrom-GMM(full),tuning_True,8000|280|1120,35,1.89480|0.07097,0.00000|0.00000,0.00171|0.00046,0.99035|0.00215,0.00388|0.00088,0.97960|0.00117
AECHO1_2020,IAT+SIZE,header_False,Nystrom-GMM(full),tuning_False,IAT+SIZE,header_False,Nystrom-GMM(full),tuning_False,8000|280|1120,35,1.99830|0.34388,0.00000|0.00000,0.00098|0.00002,0.14679|0.06529,0.00282|0.00117,0.15159|0.06712
AECHO1_2020,IAT+SIZE,header_False,KJL-QS-GMM(full),tuning_True,IAT+SIZE,header_False,KJL-QS-GMM(full),tuning_True,8000|280|1120,35,4.28243|0.09829,0.00000|0.00000,0.00149|0.00021,0.98365|0.00608,0.00428|0.00031,0.96067|0.00461
AECHO1_2020,IAT+SIZE,header_False,KJL-QS-GMM(full),tuning_False,IAT+SIZE,header_False,KJL-QS-GMM(full),tuning_False,8000|280|1120,35,4.57490|0.31849,0.00000|0.00000,0.00136|0.00007,0.94391|0.03070,0.00418|0.00042,0.93315|0.03428
AECHO1_2020,IAT+SIZE,header_False,Nystrom-QS-GMM(full),tuning_True,IAT+SIZE,header_False,Nystrom-QS-GMM(full),tuning_True,8000|280|1120,35,5.05805|0.53893,0.00000|0.00000,0.00198|0.00118,0.98796|0.00302,0.00540|0.00121,0.97490|0.00313
AECHO1_2020,IAT+SIZE,header_False,Nystrom-QS-GMM(full),tuning_False,IAT+SIZE,header_False,Nystrom-QS-GMM(full),tuning_False,8000|280|1120,35,6.38800|0.52863,0.00000|0.00000,0.00281|0.00022,0.95319|0.01557,0.00891|0.00352,0.93316|0.02144
