AECHO1_2020,IAT+SIZE,header_False,OCSVM(rbf),tuning_True,IAT+SIZE,header_False,OCSVM(rbf),tuning_True,10000|280|1120,35,11.80663|2.61316,0.00000|0.00000,0.04337|0.00317,0.89016|0.01775,0.14008|0.02774,0.89561|0.00140
AECHO1_2020,IAT+SIZE,header_False,KJL-OCSVM(linear),tuning_True,IAT+SIZE,header_False,KJL-OCSVM(linear),tuning_True,10000|280|1120,35,7.18818|1.52153,0.00000|0.00000,0.00919|0.00579,0.72381|0.04618,0.02934|0.00386,0.72770|0.02151
AECHO1_2020,IAT+SIZE,header_False,Nystrom-OCSVM(linear),tuning_True,IAT+SIZE,header_False,Nystrom-OCSVM(linear),tuning_True,10000|280|1120,35,7.09585|0.84773,0.00000|0.00000,0.01989|0.01498,0.77076|0.03744,0.03020|0.02480,0.77935|0.00667
AECHO1_2020,IAT+SIZE,header_False,GMM(full),tuning_True,IAT+SIZE,header_False,GMM(full),tuning_True,10000|280|1120,35,1.46761|0.46876,0.00000|0.00000,0.00329|0.00067,0.98586|0.00889,0.01690|0.01264,0.96679|0.00714
AECHO1_2020,IAT+SIZE,header_False,GMM(diag),tuning_True,IAT+SIZE,header_False,GMM(diag),tuning_True,10000|280|1120,35,0.18386|0.25749,0.00000|0.00000,0.00116|0.00063,0.86858|0.01915,0.00221|0.00230,0.84420|0.01498
AECHO1_2020,IAT+SIZE,header_False,KJL-GMM(full),tuning_True,IAT+SIZE,header_False,KJL-GMM(full),tuning_True,10000|280|1120,35,5.56623|1.94111,0.00000|0.00000,0.00839|0.00803,0.99077|0.00378,0.00864|0.00126,0.97067|0.00246
AECHO1_2020,IAT+SIZE,header_False,KJL-GMM(diag),tuning_True,IAT+SIZE,header_False,KJL-GMM(diag),tuning_True,10000|280|1120,35,3.90758|0.36401,0.00000|0.00000,0.00407|0.00440,0.97586|0.00395,0.01103|0.00876,0.95745|0.00729
AECHO1_2020,IAT+SIZE,header_False,Nystrom-GMM(full),tuning_True,IAT+SIZE,header_False,Nystrom-GMM(full),tuning_True,10000|280|1120,35,4.09968|0.36528,0.00000|0.00000,0.00283|0.00081,0.98884|0.00190,0.00620|0.00093,0.97381|0.00381
AECHO1_2020,IAT+SIZE,header_False,Nystrom-GMM(diag),tuning_True,IAT+SIZE,header_False,Nystrom-GMM(diag),tuning_True,10000|280|1120,35,5.33461|1.43538,0.00000|0.00000,0.00184|0.00016,0.98652|0.00281,0.00487|0.00082,0.97143|0.00677
AECHO1_2020,IAT+SIZE,header_False,KJL-QS-GMM(full),tuning_True,IAT+SIZE,header_False,KJL-QS-GMM(full),tuning_True,10000|280|1120,35,12.09524|1.19838,0.00000|0.00000,0.00353|0.00218,0.98181|0.00854,0.00714|0.00115,0.95964|0.00302
AECHO1_2020,IAT+SIZE,header_False,KJL-QS-GMM(diag),tuning_True,IAT+SIZE,header_False,KJL-QS-GMM(diag),tuning_True,10000|280|1120,35,11.97493|1.21466,0.00000|0.00000,0.00506|0.00570,0.96274|0.00818,0.00806|0.00284,0.94597|0.00569
AECHO1_2020,IAT+SIZE,header_False,Nystrom-QS-GMM(full),tuning_True,IAT+SIZE,header_False,Nystrom-QS-GMM(full),tuning_True,10000|280|1120,35,13.70424|1.60493,0.00000|0.00000,0.01089|0.00600,0.98539|0.00353,0.00804|0.00267,0.97612|0.00535
AECHO1_2020,IAT+SIZE,header_False,Nystrom-QS-GMM(diag),tuning_True,IAT+SIZE,header_False,Nystrom-QS-GMM(diag),tuning_True,10000|280|1120,35,14.61846|2.59047,0.00000|0.00000,0.00419|0.00215,0.97693|0.00710,0.01660|0.01303,0.96192|0.00630
