AECHO1_2020,IAT+SIZE,header_False,OCSVM(rbf),tuning_True,IAT+SIZE,header_False,OCSVM(rbf),tuning_True,1000|280|1120,35,0.08053|0.01858,0.00000|0.00000,0.00560|0.00246,0.89664|0.03877,0.01024|0.00178,0.90041|0.02068
AECHO1_2020,IAT+SIZE,header_False,OCSVM(rbf),tuning_False,IAT+SIZE,header_False,OCSVM(rbf),tuning_False,1000|280|1120,35,0.08433|0.01595,0.00000|0.00000,0.00374|0.00074,0.77171|0.03143,0.01514|0.00409,0.77704|0.00300
AECHO1_2020,IAT+SIZE,header_False,KJL-OCSVM(linear),tuning_True,IAT+SIZE,header_False,KJL-OCSVM(linear),tuning_True,1000|280|1120,35,0.08567|0.04995,0.00000|0.00000,0.00478|0.00700,0.77564|0.03615,0.00459|0.00111,0.77480|0.04842
AECHO1_2020,IAT+SIZE,header_False,KJL-OCSVM(linear),tuning_False,IAT+SIZE,header_False,KJL-OCSVM(linear),tuning_False,1000|280|1120,35,0.05141|0.00629,0.00000|0.00000,0.00153|0.00046,0.68739|0.04301,0.00543|0.00186,0.69560|0.04016
AECHO1_2020,IAT+SIZE,header_False,Nystrom-OCSVM(linear),tuning_True,IAT+SIZE,header_False,Nystrom-OCSVM(linear),tuning_True,1000|280|1120,35,0.08786|0.04095,0.00000|0.00000,0.01145|0.01703,0.78067|0.04708,0.00662|0.00335,0.78382|0.00655
AECHO1_2020,IAT+SIZE,header_False,Nystrom-OCSVM(linear),tuning_False,IAT+SIZE,header_False,Nystrom-OCSVM(linear),tuning_False,1000|280|1120,35,0.08996|0.03219,0.00000|0.00000,0.00293|0.00097,0.75514|0.05063,0.00596|0.00171,0.76473|0.02058
AECHO1_2020,IAT+SIZE,header_False,KDE,tuning_True,IAT+SIZE,header_False,KDE,tuning_True,1000|280|1120,35,0.01548|0.02860,0.00000|0.00000,0.05003|0.00711,0.79782|0.06536,0.21567|0.01011,0.80522|0.03414
AECHO1_2020,IAT+SIZE,header_False,KDE,tuning_False,IAT+SIZE,header_False,KDE,tuning_False,1000|280|1120,35,0.00193|0.00079,0.00000|0.00000,0.07073|0.03317,0.74928|0.03772,0.25372|0.06658,0.75917|0.00228
AECHO1_2020,IAT+SIZE,header_False,GMM(full),tuning_True,IAT+SIZE,header_False,GMM(full),tuning_True,1000|280|1120,35,0.06568|0.01167,0.00000|0.00000,0.00586|0.00490,0.97602|0.01605,0.01583|0.01123,0.96350|0.00895
AECHO1_2020,IAT+SIZE,header_False,GMM(full),tuning_False,IAT+SIZE,header_False,GMM(full),tuning_False,1000|280|1120,35,0.04037|0.01700,0.00000|0.00000,0.00613|0.00814,0.95997|0.01038,0.00832|0.00690,0.93927|0.00578
AECHO1_2020,IAT+SIZE,header_False,GMM(diag),tuning_True,IAT+SIZE,header_False,GMM(diag),tuning_True,1000|280|1120,35,0.02255|0.01082,0.00000|0.00000,0.00066|0.00016,0.91840|0.03339,0.00122|0.00048,0.89185|0.04165
AECHO1_2020,IAT+SIZE,header_False,GMM(diag),tuning_False,IAT+SIZE,header_False,GMM(diag),tuning_False,1000|280|1120,35,0.00760|0.00130,0.00000|0.00000,0.00071|0.00055,0.87873|0.03700,0.00055|0.00003,0.84780|0.02083
AECHO1_2020,IAT+SIZE,header_False,KJL-GMM(full),tuning_True,IAT+SIZE,header_False,KJL-GMM(full),tuning_True,1000|280|1120,35,0.07472|0.01175,0.00000|0.00000,0.00255|0.00061,0.99060|0.00259,0.00770|0.00211,0.97177|0.00203
AECHO1_2020,IAT+SIZE,header_False,KJL-GMM(full),tuning_False,IAT+SIZE,header_False,KJL-GMM(full),tuning_False,1000|280|1120,35,0.04693|0.00411,0.00000|0.00000,0.01142|0.01129,0.05671|0.01604,0.00394|0.00085,0.06428|0.02486
AECHO1_2020,IAT+SIZE,header_False,KJL-GMM(diag),tuning_True,IAT+SIZE,header_False,KJL-GMM(diag),tuning_True,1000|280|1120,35,0.05466|0.00591,0.00000|0.00000,0.00401|0.00417,0.97747|0.00505,0.00456|0.00115,0.96259|0.00740
AECHO1_2020,IAT+SIZE,header_False,KJL-GMM(diag),tuning_False,IAT+SIZE,header_False,KJL-GMM(diag),tuning_False,1000|280|1120,35,0.04625|0.00172,0.00000|0.00000,0.00245|0.00060,0.08101|0.04069,0.00415|0.00142,0.08844|0.02551
AECHO1_2020,IAT+SIZE,header_False,Nystrom-GMM(full),tuning_True,IAT+SIZE,header_False,Nystrom-GMM(full),tuning_True,1000|280|1120,35,0.10299|0.01341,0.00000|0.00000,0.00362|0.00119,0.98883|0.00525,0.00637|0.00140,0.96437|0.00449
