MAWI1_2020,IAT+SIZE,header_False,OCSVM(rbf),tuning_True,IAT+SIZE,header_False,OCSVM(rbf),tuning_True,5720|1040|4160,121,5.33254|0.39916,0.00000|0.00000,0.09997|0.01556,0.99184|0.00250,0.29505|0.05001,0.99304|0.00005
MAWI1_2020,IAT+SIZE,header_False,KJL-OCSVM(linear),tuning_True,IAT+SIZE,header_False,KJL-OCSVM(linear),tuning_True,5720|1040|4160,121,1.51353|0.16358,0.00000|0.00000,0.01966|0.00501,0.92185|0.01494,0.04077|0.00948,0.92175|0.01221
MAWI1_2020,IAT+SIZE,header_False,Nystrom-OCSVM(linear),tuning_True,IAT+SIZE,header_False,Nystrom-OCSVM(linear),tuning_True,5720|1040|4160,121,1.53757|0.23226,0.00000|0.00000,0.02524|0.02367,0.99119|0.00196,0.05085|0.01621,0.99184|0.00120
MAWI1_2020,IAT+SIZE,header_False,GMM(full),tuning_True,IAT+SIZE,header_False,GMM(full),tuning_True,5720|1040|4160,121,0.07007|0.01857,0.00000|0.00000,0.00258|0.00056,0.96241|0.00507,0.00506|0.00052,0.96186|0.00342
MAWI1_2020,IAT+SIZE,header_False,GMM(diag),tuning_True,IAT+SIZE,header_False,GMM(diag),tuning_True,5720|1040|4160,121,0.02421|0.00719,0.00000|0.00000,0.00075|0.00025,0.99487|0.00195,0.00131|0.00005,0.99553|0.00028
MAWI1_2020,IAT+SIZE,header_False,KJL-GMM(full),tuning_True,IAT+SIZE,header_False,KJL-GMM(full),tuning_True,5720|1040|4160,121,1.10078|0.08942,0.00000|0.00000,0.00409|0.00024,0.98683|0.00472,0.01923|0.00171,0.98774|0.00498
MAWI1_2020,IAT+SIZE,header_False,KJL-GMM(diag),tuning_True,IAT+SIZE,header_False,KJL-GMM(diag),tuning_True,5720|1040|4160,121,1.21026|0.34241,0.00000|0.00000,0.00460|0.00130,0.94535|0.02136,0.01302|0.00405,0.94428|0.02450
MAWI1_2020,IAT+SIZE,header_False,Nystrom-GMM(full),tuning_True,IAT+SIZE,header_False,Nystrom-GMM(full),tuning_True,5720|1040|4160,121,1.12862|0.14245,0.00000|0.00000,0.00458|0.00061,0.98211|0.00611,0.02673|0.01146,0.98129|0.00604
MAWI1_2020,IAT+SIZE,header_False,Nystrom-GMM(diag),tuning_True,IAT+SIZE,header_False,Nystrom-GMM(diag),tuning_True,5720|1040|4160,121,1.15404|0.10353,0.00000|0.00000,0.00653|0.00179,0.96067|0.02729,0.01740|0.01087,0.95960|0.02849
MAWI1_2020,IAT+SIZE,header_False,KJL-QS-GMM(full),tuning_True,IAT+SIZE,header_False,KJL-QS-GMM(full),tuning_True,5720|1040|4160,121,2.56190|0.14719,0.00000|0.00000,0.00612|0.00158,0.95061|0.02203,0.01609|0.00143,0.94577|0.02952
MAWI1_2020,IAT+SIZE,header_False,KJL-QS-GMM(diag),tuning_True,IAT+SIZE,header_False,KJL-QS-GMM(diag),tuning_True,5720|1040|4160,121,2.32567|0.07069,0.00000|0.00000,0.00510|0.00031,0.86215|0.01802,0.01066|0.00148,0.85262|0.01676
MAWI1_2020,IAT+SIZE,header_False,Nystrom-QS-GMM(full),tuning_True,IAT+SIZE,header_False,Nystrom-QS-GMM(full),tuning_True,5720|1040|4160,121,2.90628|0.77753,0.00000|0.00000,0.00694|0.00148,0.91000|0.02527,0.02261|0.00842,0.89738|0.03343
MAWI1_2020,IAT+SIZE,header_False,Nystrom-QS-GMM(diag),tuning_True,IAT+SIZE,header_False,Nystrom-QS-GMM(diag),tuning_True,5720|1040|4160,121,3.16616|0.64621,0.00000|0.00000,0.00612|0.00193,0.88313|0.04101,0.01229|0.00197,0.87522|0.04423
