UNB3_345,IAT+SIZE,header_False,OCSVM(rbf),tuning_False,,0_0|0_0|0_0,
UNB3_345,IAT+SIZE,header_False,OCSVM(rbf),tuning_True,,0_0|0_0|0_0,
UNB3_345,IAT+SIZE,header_False,KDE,tuning_False,,0_0|0_0|0_0,
UNB3_345,IAT+SIZE,header_False,KDE,tuning_True,,0_0|0_0|0_0,
UNB3_345,IAT+SIZE,header_False,GMM(full),tuning_False,,0_0|0_0|0_0,
UNB3_345,IAT+SIZE,header_False,GMM(full),tuning_True,,0_0|0_0|0_0,
CTU1,IAT+SIZE,header_False,OCSVM(rbf),tuning_False,IAT+SIZE,header_False,OCSVM(rbf),tuning_False,3000|1250|5000,23,0.57199|0.04114,0.00000|0.00000,0.05696|0.00533,0.57549|0.03790,0.14888|0.00808,0.56613|0.01967
CTU1,IAT+SIZE,header_False,OCSVM(rbf),tuning_True,IAT+SIZE,header_False,OCSVM(rbf),tuning_True,3000|1250|5000,23,0.64194|0.16663,0.00000|0.00000,0.05485|0.01950,0.69248|0.02167,0.19408|0.03631,0.66881|0.01500
CTU1,IAT+SIZE,header_False,KDE,tuning_False,IAT+SIZE,header_False,KDE,tuning_False,3000|1250|5000,23,0.00651|0.00306,0.00000|0.00000,0.58346|0.27750,0.45428|0.01121,1.89422|0.16547,0.45320|0.00010
CTU1,IAT+SIZE,header_False,KDE,tuning_True,IAT+SIZE,header_False,KDE,tuning_True,3000|1250|5000,23,0.00751|0.00148,0.00000|0.00000,0.63243|0.17364,0.48734|0.01397,1.82964|0.11450,0.48762|0.00277
CTU1,IAT+SIZE,header_False,GMM(full),tuning_False,IAT+SIZE,header_False,GMM(full),tuning_False,3000|1250|5000,23,0.01590|0.00757,0.00000|0.00000,0.00105|0.00043,0.72312|0.02681,0.00235|0.00134,0.72354|0.02226
CTU1,IAT+SIZE,header_False,GMM(full),tuning_True,IAT+SIZE,header_False,GMM(full),tuning_True,3000|1250|5000,23,0.07066|0.02343,0.00000|0.00000,0.00279|0.00147,0.76502|0.00730,0.00820|0.00320,0.78261|0.00798
MAWI1_2020,IAT+SIZE,header_False,OCSVM(rbf),tuning_False,IAT+SIZE,header_False,OCSVM(rbf),tuning_False,3000|1040|4160,121,1.29445|0.05367,0.00000|0.00000,0.05967|0.01095,0.97529|0.00360,0.12147|0.00396,0.97457|0.00024
MAWI1_2020,IAT+SIZE,header_False,OCSVM(rbf),tuning_True,IAT+SIZE,header_False,OCSVM(rbf),tuning_True,3000|1040|4160,121,1.24124|0.05621,0.00000|0.00000,0.03096|0.00145,0.99145|0.00272,0.13560|0.00057,0.99259|0.00053
MAWI1_2020,IAT+SIZE,header_False,KDE,tuning_False,IAT+SIZE,header_False,KDE,tuning_False,3000|1040|4160,121,0.02970|0.02540,0.00000|0.00000,0.58711|0.04425,0.99486|0.00302,2.16597|0.05401,0.99579|0.00167
MAWI1_2020,IAT+SIZE,header_False,KDE,tuning_True,IAT+SIZE,header_False,KDE,tuning_True,3000|1040|4160,121,0.01693|0.00073,0.00000|0.00000,0.70253|0.33273,0.99564|0.00183,2.70140|1.21096,0.99579|0.00097
MAWI1_2020,IAT+SIZE,header_False,GMM(full),tuning_False,IAT+SIZE,header_False,GMM(full),tuning_False,3000|1040|4160,121,0.05011|0.03791,0.00000|0.00000,0.00236|0.00043,0.95760|0.00552,0.00666|0.00120,0.95639|0.00374
MAWI1_2020,IAT+SIZE,header_False,GMM(full),tuning_True,IAT+SIZE,header_False,GMM(full),tuning_True,3000|1040|4160,121,0.20238|0.20148,0.00000|0.00000,0.00967|0.00848,0.97028|0.01817,0.03378|0.03637,0.97059|0.01718
MACCDC1,IAT+SIZE,header_False,OCSVM(rbf),tuning_False,IAT+SIZE,header_False,OCSVM(rbf),tuning_False,3000|1250|5000,25,0.51314|0.03293,0.00000|0.00000,0.05954|0.00215,0.78459|0.01174,0.14367|0.00350,0.78050|0.00814
