UNB,UNB,UNB,UNB,UNB,UNB,UNB,UNB,UNB,CTU,CTU,CTU,CTU,CTU,CTU,CTU,CTU,CTU,MAWI,MAWI,MAWI,MAWI,MAWI,MAWI,MAWI,MAWI,MAWI,MACCDC,MACCDC,MACCDC,MACCDC,MACCDC,MACCDC,MACCDC,MACCDC,MACCDC,SFRIG,SFRIG,SFRIG,SFRIG,SFRIG,SFRIG,SFRIG,SFRIG,SFRIG,AECHO,AECHO,AECHO,AECHO,AECHO,AECHO,AECHO,AECHO,AECHO,DSHWR,DSHWR,DSHWR,DSHWR,DSHWR,DSHWR,DSHWR,DSHWR,DSHWR
UNB3_345,UNB3_345,UNB3_345,UNB3_345,UNB3_345,UNB3_345,UNB3_345,UNB3_345,UNB3_345,CTU1,CTU1,CTU1,CTU1,CTU1,CTU1,CTU1,CTU1,CTU1,MAWI1_2020,MAWI1_2020,MAWI1_2020,MAWI1_2020,MAWI1_2020,MAWI1_2020,MAWI1_2020,MAWI1_2020,MAWI1_2020,MACCDC1,MACCDC1,MACCDC1,MACCDC1,MACCDC1,MACCDC1,MACCDC1,MACCDC1,MACCDC1,SFRIG1_2021,SFRIG1_2021,SFRIG1_2021,SFRIG1_2021,SFRIG1_2021,SFRIG1_2021,SFRIG1_2021,SFRIG1_2021,SFRIG1_2021,AECHO1_2020,AECHO1_2020,AECHO1_2020,AECHO1_2020,AECHO1_2020,AECHO1_2020,AECHO1_2020,AECHO1_2020,AECHO1_2020,DWSHR_AECHO_2020,DWSHR_AECHO_2020,DWSHR_AECHO_2020,DWSHR_AECHO_2020,DWSHR_AECHO_2020,DWSHR_AECHO_2020,DWSHR_AECHO_2020,DWSHR_AECHO_2020,DWSHR_AECHO_2020
OCSVM,OC-KJL-SVM(linear),OC-Nystrom-SVM(linear),KDE,GMM(full),OC-KJL,OC-Nystrom,OC-KJL-QS,OC-Nystrom-QS,OCSVM,OC-KJL-SVM(linear),OC-Nystrom-SVM(linear),KDE,GMM(full),OC-KJL,OC-Nystrom,OC-KJL-QS,OC-Nystrom-QS,OCSVM,OC-KJL-SVM(linear),OC-Nystrom-SVM(linear),KDE,GMM(full),OC-KJL,OC-Nystrom,OC-KJL-QS,OC-Nystrom-QS,OCSVM,OC-KJL-SVM(linear),OC-Nystrom-SVM(linear),KDE,GMM(full),OC-KJL,OC-Nystrom,OC-KJL-QS,OC-Nystrom-QS,OCSVM,OC-KJL-SVM(linear),OC-Nystrom-SVM(linear),KDE,GMM(full),OC-KJL,OC-Nystrom,OC-KJL-QS,OC-Nystrom-QS,OCSVM,OC-KJL-SVM(linear),OC-Nystrom-SVM(linear),KDE,GMM(full),OC-KJL,OC-Nystrom,OC-KJL-QS,OC-Nystrom-QS,OCSVM,OC-KJL-SVM(linear),OC-Nystrom-SVM(linear),KDE,GMM(full),OC-KJL,OC-Nystrom,OC-KJL-QS,OC-Nystrom-QS
10.99 +/- 2.83,0,0,101.28 +/- 26.09,60.41 +/- 15.56,0,0,0,0,6.42 +/- 1.67,0,0,85.46 +/- 22.18,9.08 +/- 2.36,0,0,0,0,21.70 +/- 0.98,0,0,73.30 +/- 3.32,6.13 +/- 0.28,0,0,0,0,5.23 +/- 0.13,0,0,35.56 +/- 0.89,2.67 +/- 0.07,0,0,0,0,5.65 +/- 2.37,0,0,96.90 +/- 40.65,7.75 +/- 3.25,0,0,0,0,7.48 +/- 1.51,1.44 +/- 0.29,0.89 +/- 0.18,147.03 +/- 29.62,4.99 +/- 1.01,0.91 +/- 0.18,0.67 +/- 0.14,0.35 +/- 0.07,0.29 +/- 0.06,6.15 +/- 0.86,0,0,76.07 +/- 10.61,3.83 +/- 0.53,0,0,0,0
3.91 +/- 0.81,0,0,0.19 +/- 0.04,59.97 +/- 12.38,0,0,0,0,3.27 +/- 0.38,0,0,0.11 +/- 0.01,15.97 +/- 1.84,0,0,0,0,3.34 +/- 0.19,0,0,0.05 +/- 0.00,3.72 +/- 0.21,0,0,0,0,2.94 +/- 0.06,0,0,0.09 +/- 0.00,10.22 +/- 0.22,0,0,0,0,2.94 +/- 0.14,0,0,0.35 +/- 0.02,11.65 +/- 0.54,0,0,0,0,3.32 +/- 0.12,3.40 +/- 0.12,3.03 +/- 0.11,0.07 +/- 0.00,8.62 +/- 0.31,11.39 +/- 0.42,7.23 +/- 0.26,8.59 +/- 0.31,9.12 +/- 0.33,3.75 +/- 0.16,0,0,0.12 +/- 0.01,6.79 +/- 0.30,0,0,0,0
0.69 +/- 0.03,0,0,1.03 +/- 0.03,0.99 +/- 0.03,0,0,0,0,0.67 +/- 0.02,0,0,0.73 +/- 0.00,1.17 +/- 0.01,0,0,0,0,0.99 +/- 0.00,0,0,1.00 +/- 0.00,0.98 +/- 0.02,0,0,0,0,0.85 +/- 0.01,0,0,0.94 +/- 0.02,1.12 +/- 0.03,0,0,0,0,0.93 +/- 0.00,0,0,0.99 +/- 0.00,0.94 +/- 0.02,0,0,0,0,0.90 +/- 0.02,0.84 +/- 0.02,0.87 +/- 0.01,0.88 +/- 0.01,1.06 +/- 0.01,1.08 +/- 0.00,1.08 +/- 0.01,1.07 +/- 0.01,1.07 +/- 0.01,0.93 +/- 0.00,0,0,0.98 +/- 0.00,0.99 +/- 0.01,0,0,0,0
536.10 +/- 4.11,0,0,0.47 +/- 0.00,34.35 +/- 0.26,0,0,0,0,290.10 +/- 0.68,0,0,0.46 +/- 0.00,8.09 +/- 0.02,0,0,0,0,1465.10 +/- 0.48,0,0,0.46 +/- 0.00,1.44 +/- 0.00,0,0,0,0,314.46 +/- 0.31,0,0,0.46 +/- 0.00,4.35 +/- 0.00,0,0,0,0,193.46 +/- 0.20,0,0,0.46 +/- 0.00,7.47 +/- 0.01,0,0,0,0,433.81 +/- 0.34,4.13 +/- 0.00,4.13 +/- 0.00,0.46 +/- 0.00,3.57 +/- 0.00,11.89 +/- 0.01,11.82 +/- 0.01,12.24 +/- 0.01,12.18 +/- 0.01,361.77 +/- 0.12,0,0,0.46 +/- 0.00,3.80 +/- 0.00,0,0,0,0
