Namespace(dataset='AECHO1_2020', feat='stats', gs='True', header='True', model='KJL-GMM(full)', time='2021-04-05 18:37:45')
***AECHO1_2020, KJL-GMM(full), stats, speedup/data/models/src_dst/stats-header_True/AECHO1_2020/before_proj_False-gs_True/KJL-GMM(full)-std_False_center_False-d_5-full
***0_th repeat
Total test time: 0.02702789823524654 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.017163993092253804, model_test_time: 0.009863905142992735
Total test time: 0.024824560852721334 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015237120911478996, model_test_time: 0.009587439941242337
Total test time: 0.0245035111438483 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015100815100595355, model_test_time: 0.009402696043252945
Total test time: 0.02471361984498799 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015173888998106122, model_test_time: 0.009539730846881866
Total test time: 0.02462903526611626 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015139618190005422, model_test_time: 0.00948941707611084
Total test time: 0.02495122910477221 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015240505104884505, model_test_time: 0.009710723999887705
Total test time: 0.024711640086025 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01518430607393384, model_test_time: 0.00952733401209116
Total test time: 0.02480507967993617 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015253837686032057, model_test_time: 0.009551241993904114
Total test time: 0.024707837030291557 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015214045997709036, model_test_time: 0.009493791032582521
Total test time: 0.024675754131749272 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015199827030301094, model_test_time: 0.009475927101448178
Total test time: 0.024732265854254365 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015209410805255175, model_test_time: 0.00952285504899919
Total test time: 0.024748778203502297 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015220089117065072, model_test_time: 0.009528689086437225
Total test time: 0.024667055113241076 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015188107965514064, model_test_time: 0.009478947147727013
