Namespace(dataset='MACCDC1', feat='iat_size', gs='True', header='False', model='Nystrom-QS-init_GMM(full)', time='2021-04-05 17:59:08')
***MACCDC1, Nystrom-QS-init_GMM(full), iat_size, speedup/data/models/src_dst/iat_size-header_False/MACCDC1/before_proj_False-gs_True/Nystrom-QS-init_GMM(full)-std_False_center_False-d_5-full
***0_th repeat
Total test time: 0.02117549115791917 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015777020249515772, model_test_time: 0.005398470908403397
Total test time: 0.019067417364567518 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01395879639312625, model_test_time: 0.005108620971441269
Total test time: 0.019293204648420215 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.014086664887145162, model_test_time: 0.005206539761275053
Total test time: 0.019128042738884687 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.013910252833738923, model_test_time: 0.005217789905145764
Total test time: 0.01923408778384328 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.013846032787114382, model_test_time: 0.005388054996728897
Total test time: 0.01905069756321609 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.013914315728470683, model_test_time: 0.005136381834745407
Total test time: 0.019172317814081907 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01399937178939581, model_test_time: 0.005172946024686098
Total test time: 0.019039554055780172 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.013871348230168223, model_test_time: 0.005168205825611949
Total test time: 0.019059344893321395 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.013864783803001046, model_test_time: 0.005194561090320349
Total test time: 0.018937778193503618 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.013823688263073564, model_test_time: 0.005114089930430055
Total test time: 0.01892819511704147 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.013837334234267473, model_test_time: 0.005090860882773995
Total test time: 0.019000696949660778 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01380024990066886, model_test_time: 0.0052004470489919186
