Namespace(dataset='MACCDC1', feat='iat_size', gs='False', header='False', model='Nystrom-QS-init_GMM(full)', time='2021-04-05 18:03:07')
***MACCDC1, Nystrom-QS-init_GMM(full), iat_size, speedup/data/models/src_dst/iat_size-header_False/MACCDC1/before_proj_False-gs_False/Nystrom-QS-init_GMM(full)-std_False_center_False-d_5-full
***0_th repeat
Total test time: 0.020882728975266218 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015590247930958867, model_test_time: 0.005292481044307351
Total test time: 0.019073670962825418 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.013990570092573762, model_test_time: 0.005083100870251656
Total test time: 0.0188884602393955 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.013854578137397766, model_test_time: 0.005033882101997733
Total test time: 0.019595090067014098 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01379160606302321, model_test_time: 0.005803484003990889
Total test time: 0.019289199030026793 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.014125054934993386, model_test_time: 0.005164144095033407
Total test time: 0.019058880861848593 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.013963019009679556, model_test_time: 0.005095861852169037
Total test time: 0.018994086887687445 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.013863589148968458, model_test_time: 0.0051304977387189865
Total test time: 0.018870961386710405 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.013777338434010744, model_test_time: 0.005093622952699661
Total test time: 0.018902367213740945 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.013840099098160863, model_test_time: 0.005062268115580082
Total test time: 0.019137944560498 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.014010154642164707, model_test_time: 0.005127789918333292
Total test time: 0.019049348076805472 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.014010729035362601, model_test_time: 0.005038619041442871
Total test time: 0.01891439757309854 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.013863537460565567, model_test_time: 0.005050860112532973
Total test time: 0.01897653518244624 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.013869058107957244, model_test_time: 0.0051074770744889975
Total test time: 0.019051121082156897 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.013847755966708064, model_test_time: 0.0052033651154488325
Total test time: 0.019053149968385696 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.013858848018571734, model_test_time: 0.005194301949813962
Total test time: 0.018973147496581078 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01386749534867704, model_test_time: 0.005105652147904038
