Namespace(dataset='MAWI1_2020', feat='iat_size', gs='False', header='False', model='KJL-GMM(diag)', time='2021-04-05 17:47:32')
***MAWI1_2020, KJL-GMM(diag), iat_size, speedup/data/models/src_dst/iat_size-header_False/MAWI1_2020/before_proj_False-gs_False/KJL-GMM(diag)-std_False_center_False-d_5-diag
***0_th repeat
Total test time: 0.025429687229916453 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.02298113307915628, model_test_time: 0.002448554150760174
Total test time: 0.02293618256226182 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.020723884692415595, model_test_time: 0.002212297869846225
Total test time: 0.022714404854923487 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.020533305825665593, model_test_time: 0.0021810990292578936
Total test time: 0.0228118565864861 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.020625183824449778, model_test_time: 0.0021866727620363235
Total test time: 0.02294769207946956 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.020704925060272217, model_test_time: 0.0022427670191973448
Total test time: 0.023045352892950177 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.020717738894745708, model_test_time: 0.0023276139982044697
Total test time: 0.022910556057468057 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.020673308987170458, model_test_time: 0.002237247070297599
Total test time: 0.023458227515220642 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.021238273242488503, model_test_time: 0.0022199542727321386
Total test time: 0.02281940821558237 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.020626590121537447, model_test_time: 0.0021928180940449238
Total test time: 0.022901962976902723 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.020712737925350666, model_test_time: 0.0021892250515520573
Total test time: 0.022892378969118 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.020699195796623826, model_test_time: 0.002193183172494173
Total test time: 0.022950039012357593 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.02064409083686769, model_test_time: 0.0023059481754899025
Total test time: 0.02292378805577755 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.020689561031758785, model_test_time: 0.0022342270240187645
Total test time: 0.02294451743364334 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.02071273815818131, model_test_time: 0.0022317792754620314
Total test time: 0.022898214170709252 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.02061914326623082, model_test_time: 0.0022790709044784307
Total test time: 0.022876596776768565 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.020627995021641254, model_test_time: 0.0022486017551273108
Total test time: 0.022824200801551342 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.02063263184390962, model_test_time: 0.0021915689576417208
Total test time: 0.022778783924877644 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.02058742195367813, model_test_time: 0.0021913619711995125
Total test time: 0.02290878491476178 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.02071638312190771, model_test_time: 0.0021924017928540707
