UNB345_3|, OCSVM(rbf), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-47), iat_size(auc: 0.6196+/-0.0259,train_time: 0.00000+/-0.00000,test_time: 0.38305+/-0.00123), => aucs:0.5980833333333334-0.6126222222222223-0.5996666666666666-0.668922222222222-0.6189444444444445, train_times:0-0-0-0-0, test_times:0.38275674702599644-0.38121469391044227-0.3835289932321757-0.3827611613087356-0.3850079319323413, n_comp: -, -, space_sizes: |model_spaces: 974.41-972.49-975.562-974.794-977.098,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
UNB345_3|, KJL-GMM(full), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-47), iat_size(auc: 0.8823+/-0.0159,train_time: 0.00000+/-0.00000,test_time: 0.01710+/-0.00155), => aucs:0.8719222222222222-0.8728722222222224-0.9137555555555558-0.8785722222222223-0.8742222222222222, train_times:0-0-0-0-0, test_times:0.01838555543217808-0.01903857591096312-0.015055464883334934-0.017413272231351584-0.015590407117269934, n_comp: -, -, space_sizes: |model_spaces: 46.267-47.259-43.288-45.771-43.784,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
UNB345_3|, Nystrom-GMM(full), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-47), iat_size(auc: 0.9637+/-0.0065,train_time: 0.00000+/-0.00000,test_time: 0.01597+/-0.00115), => aucs:0.9654666666666671-0.9538333333333331-0.9642111111111111-0.9738222222222221-0.9611888888888886, train_times:0-0-0-0-0, test_times:0.016781218245159834-0.015606786403805018-0.014625549979973585-0.015075575700029731-0.017765333165880293, n_comp: -, -, space_sizes: |model_spaces: 44.791-43.796-43.3-43.3-45.783,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
UNB345_3|, KJL-QS-init_GMM(full), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-47), iat_size(auc: 0.8711+/-0.0248,train_time: 0.00000+/-0.00000,test_time: 0.01581+/-0.00178), => aucs:0.8755888888888889-0.8722833333333332-0.9068055555555553-0.8289833333333332-0.8720555555555555, train_times:0-0-0-0-0, test_times:0.0147086713463068-0.015554082533344626-0.019301955460105092-0.01479437416419387-0.01466830021236092, n_comp: -, -, space_sizes: |model_spaces: 43.288-44.035-47.259-43.536-43.288,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
UNB345_3|, Nystrom-QS-init_GMM(full), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-47), iat_size(auc: 0.9574+/-0.0080,train_time: 0.00000+/-0.00000,test_time: 0.01939+/-0.00002), => aucs:0.9686111111111115-0.9616000000000001-0.9447888888888892-0.9533444444444443-0.958622222222222, train_times:0-0-0-0-0, test_times:0.01942349082091823-0.019364349520765246-0.01937009289395064-0.019413000112399457-0.019387072208337484, n_comp: -, -, space_sizes: |model_spaces: 47.271-47.271-47.271-47.271-47.271,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
CTU1|, OCSVM(rbf), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-23), iat_size(auc: 0.6485+/-0.0145,train_time: 0.00000+/-0.00000,test_time: 0.43864+/-0.00879), => aucs:0.6376111111111111-0.6670333333333331-0.6380111111111113-0.665388888888889-0.6346000000000002, train_times:0-0-0-0-0, test_times:0.4313365790178068-0.452545714227017-0.44554179956903683-0.4312666931306012-0.4324973852490075, n_comp: -, -, space_sizes: |model_spaces: 481.354-481.738-480.97-481.162-480.97,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
CTU1|, KJL-GMM(full), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-23), iat_size(auc: 0.7485+/-0.0463,train_time: 0.00000+/-0.00000,test_time: 0.01891+/-0.00262), => aucs:0.7318444444444444-0.7759666666666668-0.711288888888889-0.6985333333333335-0.824838888888889, train_times:0-0-0-0-0, test_times:0.01595541602000594-0.01550266306148842-0.021596710674930363-0.020959761342965066-0.020532141160219907, n_comp: -, -, space_sizes: |model_spaces: 24.584-24.584-26.571-27.563-25.579,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
CTU1|, Nystrom-GMM(full), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-23), iat_size(auc: 0.8731+/-0.0356,train_time: 0.00000+/-0.00000,test_time: 0.01956+/-0.00238), => aucs:0.8603555555555555-0.843311111111111-0.8676666666666668-0.9424944444444447-0.8516944444444444, train_times:0-0-0-0-0, test_times:0.015785343153402208-0.02162128674099222-0.021501732943579554-0.017701131873764098-0.021193330443929882, n_comp: -, -, space_sizes: |model_spaces: 24.1-27.079-27.575-24.1-25.591,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
CTU1|, KJL-QS-init_GMM(full), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-23), iat_size(auc: 0.6904+/-0.0277,train_time: 0.00000+/-0.00000,test_time: 0.02005+/-0.00122), => aucs:0.6919833333333332-0.7434666666666666-0.6731722222222223-0.6734222222222221-0.6697444444444443, train_times:0-0-0-0-0, test_times:0.018460387794766574-0.01876626422163099-0.020830183348152786-0.021599602058995516-0.020603455242235214, n_comp: -, -, space_sizes: |model_spaces: 26.323-25.579-26.323-26.075-26.075,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
CTU1|, Nystrom-QS-init_GMM(full), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-23), iat_size(auc: 0.7763+/-0.0421,train_time: 0.00000+/-0.00000,test_time: 0.02151+/-0.00139), => aucs:0.7711277777777777-0.7732944444444444-0.8523722222222222-0.7233555555555554-0.7615555555555553, train_times:0-0-0-0-0, test_times:0.02028622126672417-0.02120733568444848-0.02418026215163991-0.02133337389677763-0.020538182754535228, n_comp: -, -, space_sizes: |model_spaces: 27.079-27.327-27.327-26.831-26.583,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
