Namespace(dataset='AECHO1_2020', feat='stats', gs='True', header='True', model='KJL-GMM(diag)', time='2021-04-01 08:54:27')
***AECHO1_2020, KJL-GMM(diag), stats, speedup/data/models/src_dst/stats-header_True/AECHO1_2020/before_proj_False-gs_True/KJL-GMM(diag)-std_False_center_False-d_5-diag
***0_th repeat
Total test time: 0.0180704640224576 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.014344741124659777, model_test_time: 0.003725722897797823
Total test time: 0.015199739253148437 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011621105251833797, model_test_time: 0.00357863400131464
Total test time: 0.015152147272601724 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011531236115843058, model_test_time: 0.003620911156758666
Total test time: 0.015162406954914331 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01152705098502338, model_test_time: 0.003635355969890952
Total test time: 0.0152007220312953 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011551087955012918, model_test_time: 0.003649634076282382
Total test time: 0.01513327774591744 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011526273796334863, model_test_time: 0.0036070039495825768
Total test time: 0.015122630633413792 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011543014785274863, model_test_time: 0.0035796158481389284
Total test time: 0.016714033903554082 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01162043702788651, model_test_time: 0.005093596875667572
Total test time: 0.020879525458440185 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015769076766446233, model_test_time: 0.005110448691993952
Total test time: 0.021015206817537546 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01588401780463755, model_test_time: 0.005131189012899995
Total test time: 0.021052486263215542 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015878908103331923, model_test_time: 0.005173578159883618
Total test time: 0.015321549726650119 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011755082756280899, model_test_time: 0.0035664669703692198
Total test time: 0.01503155822865665 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011455609230324626, model_test_time: 0.0035759489983320236
Total test time: 0.015107630053535104 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011518737068399787, model_test_time: 0.003588892985135317
Total test time: 0.015086814761161804 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011495402781292796, model_test_time: 0.003591411979869008
Total test time: 0.015112834051251411 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01148579316213727, model_test_time: 0.0036270408891141415
Total test time: 0.021042336942628026 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01595635013654828, model_test_time: 0.005085986806079745
Total test time: 0.02085691597312689 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015781187918037176, model_test_time: 0.005075728055089712
Total test time: 0.020902171730995178 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015810833778232336, model_test_time: 0.005091337952762842
Total test time: 0.020984005415812135 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015801188303157687, model_test_time: 0.0051828171126544476
***1_th repeat
Total test time: 0.01975688780657947 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015925500076264143, model_test_time: 0.0038313877303153276
Total test time: 0.01931284205056727 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015406770864501595, model_test_time: 0.003906071186065674
Total test time: 0.019258712884038687 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015426917932927608, model_test_time: 0.0038317949511110783
Total test time: 0.019327472196891904 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015488807111978531, model_test_time: 0.003838665084913373
