Namespace(dataset='DWSHR_WSHR_2020', feat='iat_size', gs='False', header='False', model='KJL-GMM(diag)', time='2021-04-01 09:05:46')
***DWSHR_WSHR_2020, KJL-GMM(diag), iat_size, speedup/data/models/src_dst/iat_size-header_False/DWSHR_WSHR_2020/before_proj_False-gs_False/KJL-GMM(diag)-std_False_center_False-d_5-diag
***0_th repeat
Total test time: 0.01563272369094193 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.014069093856960535, model_test_time: 0.0015636298339813948
Total test time: 0.013384463032707572 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011901071993634105, model_test_time: 0.0014833910390734673
Total test time: 0.013243558118119836 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011838387232273817, model_test_time: 0.0014051708858460188
Total test time: 0.013231519842520356 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01182099780999124, model_test_time: 0.0014105220325291157
Total test time: 0.013228984782472253 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011814962839707732, model_test_time: 0.0014140219427645206
Total test time: 0.013239317340776324 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01183544215746224, model_test_time: 0.001403875183314085
Total test time: 0.013341704849153757 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011936996830627322, model_test_time: 0.001404708018526435
Total test time: 0.013330482179298997 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.0119200530461967, model_test_time: 0.0014104291331022978
Total test time: 0.013292168965563178 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011886941967532039, model_test_time: 0.0014052269980311394
Total test time: 0.0133030922152102 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011842256179079413, model_test_time: 0.001460836036130786
Total test time: 0.015111401909962296 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.013059413991868496, model_test_time: 0.0020519879180938005
Total test time: 0.018430785974487662 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016441575018689036, model_test_time: 0.001989210955798626
Total test time: 0.018417916959151626 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01644162996672094, model_test_time: 0.001976286992430687
Total test time: 0.01846306398510933 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01642929809167981, model_test_time: 0.0020337658934295177
Total test time: 0.015753963263705373 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.014342459151521325, model_test_time: 0.0014115041121840477
Total test time: 0.013260835083201528 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011853646021336317, model_test_time: 0.0014071890618652105
Total test time: 0.013366908067837358 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011907794047147036, model_test_time: 0.001459114020690322
Total test time: 0.01327614882029593 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011872127884998918, model_test_time: 0.0014040209352970123
Total test time: 0.01331666810438037 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011903016129508615, model_test_time: 0.0014136519748717546
Total test time: 0.013479757122695446 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01190003496594727, model_test_time: 0.0015797221567481756
***1_th repeat
Total test time: 0.018855389207601547 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016859454102814198, model_test_time: 0.0019959351047873497
Total test time: 0.018453785916790366 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016467425972223282, model_test_time: 0.0019863599445670843
Total test time: 0.01846537971869111 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016461593797430396, model_test_time: 0.0020037859212607145
Total test time: 0.0185404138173908 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016558720031753182, model_test_time: 0.001981693785637617
