Namespace(dataset='MAWI1_2020', feat='iat_size', gs='False', header='False', model='KJL-QS-init_GMM(full)', time='2021-04-01 08:07:03')
***MAWI1_2020, KJL-QS-init_GMM(full), iat_size, speedup/data/models/src_dst/iat_size-header_False/MAWI1_2020/before_proj_False-gs_False/KJL-QS-init_GMM(full)-std_False_center_False-d_5-full
***0_th repeat
Total test time: 0.024582660058513284 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01719361310824752, model_test_time: 0.007389046950265765
Total test time: 0.021945086074993014 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.014634371967986226, model_test_time: 0.007310714107006788
Total test time: 0.02188706793822348 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.014569892082363367, model_test_time: 0.007317175855860114
Total test time: 0.021910937735810876 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.014577131951227784, model_test_time: 0.007333805784583092
Total test time: 0.021834437968209386 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.014534224988892674, model_test_time: 0.007300212979316711
Total test time: 0.021861976012587547 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.014552355976775289, model_test_time: 0.007309620035812259
Total test time: 0.03053312236443162 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01977816829457879, model_test_time: 0.010754954069852829
Total test time: 0.03067876910790801 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01988875912502408, model_test_time: 0.01079000998288393
Total test time: 0.030595121905207634 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.019814427010715008, model_test_time: 0.010780694894492626
Total test time: 0.0306970844976604 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.019904019311070442, model_test_time: 0.010793065186589956
Total test time: 0.030552382115274668 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01980242715217173, model_test_time: 0.010749954963102937
Total test time: 0.030584068037569523 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01982324314303696, model_test_time: 0.010760824894532561
Total test time: 0.030603548046201468 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01984761212952435, model_test_time: 0.010755935916677117
