Namespace(dataset='SFRIG1_2020', feat='iat_size', gs='True', header='False', model='KJL-GMM(diag)', time='2021-04-01 01:56:21')
***SFRIG1_2020, KJL-GMM(diag), iat_size, speedup/data/models/src_dst/iat_size-header_False/SFRIG1_2020/before_proj_False-gs_True/KJL-GMM(diag)-std_False_center_False-d_5-diag
***0_th repeat
Total test time: 0.009972430765628815 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.007492821896448731, model_test_time: 0.0024796088691800833
Total test time: 0.026932542910799384 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.026002065977081656, model_test_time: 0.0009304769337177277
Total test time: 0.006171946879476309 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.003180753905326128, model_test_time: 0.002991192974150181
Total test time: 0.0024978688452392817 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.0017015039920806885, model_test_time: 0.0007963648531585932
Total test time: 0.007379128132015467 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.006653365911915898, model_test_time: 0.0007257622200995684
Total test time: 0.002498126355931163 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.0015295271296054125, model_test_time: 0.0009685992263257504
Total test time: 0.0021624870132654905 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.0014298721216619015, model_test_time: 0.0007326148916035891
Total test time: 0.00399099662899971 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.0025805113837122917, model_test_time: 0.0014104852452874184
Total test time: 0.0016320443246513605 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.0009755771607160568, model_test_time: 0.0006564671639353037
Total test time: 0.003846276318654418 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.0024805462453514338, model_test_time: 0.0013657300733029842
Total test time: 0.0014636507257819176 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.0008739817421883345, model_test_time: 0.0005896689835935831
Total test time: 0.0022355460096150637 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.0015280009247362614, model_test_time: 0.0007075450848788023
Total test time: 0.0022803968749940395 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.0013540871441364288, model_test_time: 0.0009263097308576107
