Namespace(dataset='AECHO1_2020', feat='iat_size', gs='True', header='False', model='Nystrom-GMM(diag)', time='2021-04-01 08:47:54')
***AECHO1_2020, Nystrom-GMM(diag), iat_size, speedup/data/models/src_dst/iat_size-header_False/AECHO1_2020/before_proj_False-gs_True/Nystrom-GMM(diag)-std_False_center_False-d_5-diag
***0_th repeat
Total test time: 0.017125279875472188 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01386058609932661, model_test_time: 0.0032646937761455774
Total test time: 0.014337238622829318 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011201449669897556, model_test_time: 0.0031357889529317617
Total test time: 0.01426941086538136 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011132010025903583, model_test_time: 0.0031374008394777775
Total test time: 0.014335888903588057 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011182580841705203, model_test_time: 0.0031533080618828535
Total test time: 0.014366017654538155 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011222283821552992, model_test_time: 0.0031437338329851627
Total test time: 0.014373849844560027 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011237079976126552, model_test_time: 0.0031367698684334755
Total test time: 0.014384866924956441 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011221024207770824, model_test_time: 0.0031638427171856165
Total test time: 0.014377499464899302 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.0112254882697016, model_test_time: 0.0031520111951977015
Total test time: 0.01446803379803896 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011310059810057282, model_test_time: 0.003157973987981677
Total test time: 0.014449147041887045 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011298876022920012, model_test_time: 0.0031502710189670324
Total test time: 0.014378035673871636 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011226524831727147, model_test_time: 0.0031515108421444893
Total test time: 0.014420885825529695 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011273244861513376, model_test_time: 0.0031476409640163183
Total test time: 0.014413498109206557 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011255468241870403, model_test_time: 0.003158029867336154
