Namespace(dataset='MAWI1_2020', feat='stats', gs='True', header='True', model='KJL-QS-init_GMM(full)', time='2021-04-01 08:10:16')
***MAWI1_2020, KJL-QS-init_GMM(full), stats, speedup/data/models/src_dst/stats-header_True/MAWI1_2020/before_proj_False-gs_True/KJL-QS-init_GMM(full)-std_False_center_False-d_5-full
***0_th repeat
Total test time: 0.01773486309684813 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01491573709063232, model_test_time: 0.0028191260062158108
Total test time: 0.01513452804647386 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01244467799551785, model_test_time: 0.002689850050956011
Total test time: 0.015623646089807153 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01245808508247137, model_test_time: 0.003165561007335782
Total test time: 0.020803257124498487 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01693815505132079, model_test_time: 0.0038651020731776953
Total test time: 0.020867980318143964 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.017004451248794794, model_test_time: 0.0038635290693491697
Total test time: 0.02082518395036459 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016899601789191365, model_test_time: 0.0039255821611732244
Total test time: 0.02087481296621263 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016919658053666353, model_test_time: 0.003955154912546277
Total test time: 0.020825349958613515 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016880896873772144, model_test_time: 0.003944453084841371
Total test time: 0.02082707197405398 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016964469803497195, model_test_time: 0.0038626021705567837
Total test time: 0.020775721175596118 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016884378157556057, model_test_time: 0.003891343018040061
Total test time: 0.020810461835935712 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016943285008892417, model_test_time: 0.003867176827043295
Total test time: 0.02084586746059358 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01697324775159359, model_test_time: 0.0038726197089999914
Total test time: 0.020986974937841296 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.017109892098233104, model_test_time: 0.0038770828396081924
Total test time: 0.020814758958294988 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016941248904913664, model_test_time: 0.003873510053381324
Total test time: 0.020809202222153544 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01688461913727224, model_test_time: 0.003924583084881306
Total test time: 0.02091138670220971 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016973155783489347, model_test_time: 0.003938230918720365
Total test time: 0.020936441142112017 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016973081976175308, model_test_time: 0.0039633591659367085
Total test time: 0.015096788294613361 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012412735261023045, model_test_time: 0.0026840530335903168
Total test time: 0.015080752084031701 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012395994970574975, model_test_time: 0.002684757113456726
Total test time: 0.01514158328063786 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012457733042538166, model_test_time: 0.0026838502380996943
***1_th repeat
Total test time: 0.01574338600039482 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01303381402976811, model_test_time: 0.002709571970626712
Total test time: 0.017678008880466223 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.013617207761853933, model_test_time: 0.004060801118612289
Total test time: 0.021460150834172964 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.017487346893176436, model_test_time: 0.003972803940996528
Total test time: 0.021444983780384064 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.017457237001508474, model_test_time: 0.003987746778875589
Total test time: 0.021421319106593728 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.017451330088078976, model_test_time: 0.003969989018514752
Total test time: 0.021410559071227908 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01744923717342317, model_test_time: 0.003961321897804737
Total test time: 0.02141443081200123 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.017435923917219043, model_test_time: 0.0039785068947821856
Total test time: 0.02138900524005294 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.017440626164898276, model_test_time: 0.003948379075154662
Total test time: 0.021487816935405135 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01751756900921464, model_test_time: 0.0039702479261904955
Total test time: 0.02137517207302153 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.017468977952376008, model_test_time: 0.003906194120645523
Total test time: 0.021346988389268517 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.017443848308175802, model_test_time: 0.0039031400810927153
Total test time: 0.021285638213157654 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01739857322536409, model_test_time: 0.003887064987793565
Total test time: 0.015423745848238468 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012680266983807087, model_test_time: 0.0027434788644313812
Total test time: 0.01551026152446866 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012754931347444654, model_test_time: 0.002755330177024007
Total test time: 0.01543978089466691 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012735412921756506, model_test_time: 0.002704367972910404
Total test time: 0.015474298037588596 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012787485029548407, model_test_time: 0.0026868130080401897
Total test time: 0.016657456988468766 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.0127645970787853, model_test_time: 0.003892859909683466
Total test time: 0.021447781706228852 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.017552272882312536, model_test_time: 0.003895508823916316
Total test time: 0.02141555887646973 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.017515884013846517, model_test_time: 0.0038996748626232147
Total test time: 0.021437430055812 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.017528681084513664, model_test_time: 0.003908748971298337
***2_th repeat
Total test time: 0.01459157676436007 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011826079804450274, model_test_time: 0.0027654969599097967
Total test time: 0.01429950911551714 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011512050172314048, model_test_time: 0.0027874589432030916
Total test time: 0.014263619435951114 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011474383296445012, model_test_time: 0.0027892361395061016
Total test time: 0.014262508833780885 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011493030935525894, model_test_time: 0.0027694778982549906
Total test time: 0.014290473191067576 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011495810002088547, model_test_time: 0.0027946631889790297
Total test time: 0.01972711505368352 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015830124029889703, model_test_time: 0.0038969910237938166
Total test time: 0.019635450327768922 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015735812252387404, model_test_time: 0.0038996380753815174
Total test time: 0.01975027984008193 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015804068883880973, model_test_time: 0.003946210956200957
Total test time: 0.01976657845079899 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015801089350134134, model_test_time: 0.003965489100664854
Total test time: 0.01976005919277668 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015850364230573177, model_test_time: 0.003909694962203503
Total test time: 0.019620079081505537 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01571416319347918, model_test_time: 0.0039059158880263567
Total test time: 0.01980216894298792 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015756106935441494, model_test_time: 0.004046062007546425
Total test time: 0.019673004979267716 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01569579401984811, model_test_time: 0.003977210959419608
Total test time: 0.020855220034718513 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016875490313395858, model_test_time: 0.003979729721322656
Total test time: 0.019663375103846192 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015759199857711792, model_test_time: 0.0039041752461344004
Total test time: 0.01966633810661733 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015775031875818968, model_test_time: 0.0038913062307983637
Total test time: 0.01969918981194496 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015774162719026208, model_test_time: 0.003925027092918754
Total test time: 0.019708744948729873 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01571449707262218, model_test_time: 0.003994247876107693
Total test time: 0.019699690863490105 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015754404943436384, model_test_time: 0.0039452859200537205
Total test time: 0.019673115806654096 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01578658795915544, model_test_time: 0.0038865278474986553
***3_th repeat
Total test time: 0.020332378800958395 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016370129771530628, model_test_time: 0.003962249029427767
Total test time: 0.019732410088181496 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01585112325847149, model_test_time: 0.0038812868297100067
Total test time: 0.019722005119547248 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01582271815277636, model_test_time: 0.0038992869667708874
Total test time: 0.019691540626809 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015789439668878913, model_test_time: 0.003902100957930088
Total test time: 0.01966572762466967 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01572323776781559, model_test_time: 0.003942489856854081
Total test time: 0.019647300941869617 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015764329116791487, model_test_time: 0.0038829718250781298
Total test time: 0.019714299822226167 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015837808838114142, model_test_time: 0.0038764909841120243
Total test time: 0.019629672868177295 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01574179297313094, model_test_time: 0.0038878798950463533
Total test time: 0.019750301027670503 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015778940869495273, model_test_time: 0.00397136015817523
Total test time: 0.0197646317537874 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015808142721652985, model_test_time: 0.003956489032134414
Total test time: 0.019667133688926697 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015775031875818968, model_test_time: 0.003892101813107729
Total test time: 0.019722911063581705 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.0158435869961977, model_test_time: 0.0038793240673840046
