Namespace(dataset='AECHO1_2020', feat='iat_size', gs='True', header='False', model='Nystrom-GMM(full)', time='2021-04-01 08:46:23')
***AECHO1_2020, Nystrom-GMM(full), iat_size, speedup/data/models/src_dst/iat_size-header_False/AECHO1_2020/before_proj_False-gs_True/Nystrom-GMM(full)-std_False_center_False-d_5-full
***0_th repeat
Total test time: 0.02032137312926352 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01385196903720498, model_test_time: 0.006469404092058539
Total test time: 0.017620962113142014 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011536789126694202, model_test_time: 0.006084172986447811
Total test time: 0.01748565095476806 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011357645969837904, model_test_time: 0.006128004984930158
Total test time: 0.01758264796808362 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011425754986703396, model_test_time: 0.006156892981380224
Total test time: 0.02455894509330392 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015618236968293786, model_test_time: 0.008940708125010133
Total test time: 0.024489779956638813 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01555790496058762, model_test_time: 0.008931874996051192
Total test time: 0.024520426988601685 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015603495063260198, model_test_time: 0.008916931925341487
Total test time: 0.024699625791981816 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01574886287562549, model_test_time: 0.008950762916356325
Total test time: 0.02456975937820971 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015612051589414477, model_test_time: 0.008957707788795233
Total test time: 0.024489390663802624 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015599013771861792, model_test_time: 0.008890376891940832
Total test time: 0.0190459992736578 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012969362083822489, model_test_time: 0.00607663718983531
Total test time: 0.01751757669262588 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01135873980820179, model_test_time: 0.00615883688442409
Total test time: 0.01753337006084621 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011391273234039545, model_test_time: 0.0061420968268066645
Total test time: 0.017457022098824382 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01136697898618877, model_test_time: 0.0060900431126356125
Total test time: 0.020166673231869936 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011361498152837157, model_test_time: 0.008805175079032779
Total test time: 0.024561037309467793 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015623550163581967, model_test_time: 0.008937487145885825
Total test time: 0.024491540156304836 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015614069998264313, model_test_time: 0.008877470158040524
Total test time: 0.024601168232038617 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015686958329752088, model_test_time: 0.00891420990228653
Total test time: 0.0245479098521173 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015599441947415471, model_test_time: 0.008948467904701829
Total test time: 0.024605424841865897 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01563253183849156, model_test_time: 0.008972893003374338
***1_th repeat
Total test time: 0.02112873992882669 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015957728028297424, model_test_time: 0.005171011900529265
Total test time: 0.020829505985602736 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015652308939024806, model_test_time: 0.0051771970465779305
Total test time: 0.020797266624867916 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015634162351489067, model_test_time: 0.005163104273378849
Total test time: 0.020778970792889595 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015603533713147044, model_test_time: 0.005175437079742551
Total test time: 0.02082647057250142 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015588829759508371, model_test_time: 0.00523764081299305
Total test time: 0.020759434904903173 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015521146589890122, model_test_time: 0.005238288315013051
Total test time: 0.020869042025879025 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015610699076205492, model_test_time: 0.0052583429496735334
Total test time: 0.020909652346745133 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01566553139127791, model_test_time: 0.005244120955467224
Total test time: 0.020853967871516943 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01561503205448389, model_test_time: 0.0052389358170330524
Total test time: 0.021039981860667467 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01575439888983965, model_test_time: 0.005285582970827818
Total test time: 0.020833156071603298 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01565597695298493, model_test_time: 0.005177179118618369
Total test time: 0.020776414778083563 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015613235998898745, model_test_time: 0.005163178779184818
Total test time: 0.020830896217375994 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01566977216862142, model_test_time: 0.005161124048754573
Total test time: 0.0207547121681273 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01559694018214941, model_test_time: 0.005157771985977888
Total test time: 0.02071174932643771 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015558200189843774, model_test_time: 0.005153549136593938
Total test time: 0.014897810062393546 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011322461068630219, model_test_time: 0.0035753489937633276
Total test time: 0.01494507142342627 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011388646205887198, model_test_time: 0.003556425217539072
Total test time: 0.01493808813393116 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011366404127329588, model_test_time: 0.003571684006601572
Total test time: 0.014968216652050614 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011416568653658032, model_test_time: 0.003551647998392582
Total test time: 0.015778602100908756 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011361125856637955, model_test_time: 0.0044174762442708015
***2_th repeat
Total test time: 0.025904278736561537 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.014988029841333628, model_test_time: 0.010916248895227909
Total test time: 0.02585298498161137 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.014964142115786672, model_test_time: 0.0108888428658247
Total test time: 0.025869335047900677 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.014948290074244142, model_test_time: 0.010921044973656535
Total test time: 0.025764248566702008 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.014901663875207305, model_test_time: 0.010862584691494703
Total test time: 0.025834041880443692 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.014955753926187754, model_test_time: 0.010878287954255939
Total test time: 0.025796413188800216 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.014878682093694806, model_test_time: 0.01091773109510541
Total test time: 0.02577113499864936 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01490157120861113, model_test_time: 0.010869563790038228
Total test time: 0.025965113891288638 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015010753879323602, model_test_time: 0.010954360011965036
Total test time: 0.025891722878441215 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.014971344964578748, model_test_time: 0.010920377913862467
Total test time: 0.025867298943921924 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.014971641823649406, model_test_time: 0.010895657120272517
Total test time: 0.02578670810908079 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.014863515039905906, model_test_time: 0.010923193069174886
Total test time: 0.02581748692318797 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.014935680199414492, model_test_time: 0.01088180672377348
Total test time: 0.025833467952907085 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.014940198976546526, model_test_time: 0.01089326897636056
Total test time: 0.02582974499091506 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.014906310942023993, model_test_time: 0.010923434048891068
Total test time: 0.02591983531601727 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.014953365083783865, model_test_time: 0.010966470232233405
Total test time: 0.025865114061161876 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.014968049013987184, model_test_time: 0.010897065047174692
Total test time: 0.025935871759429574 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01501308474689722, model_test_time: 0.010922787012532353
Total test time: 0.025931427953764796 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015017383033409715, model_test_time: 0.010914044920355082
Total test time: 0.02579619106836617 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.014931922079995275, model_test_time: 0.010864268988370895
Total test time: 0.02592324069701135 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01506002782844007, model_test_time: 0.010863212868571281
***3_th repeat
