Namespace(dataset='SFRIG1_2020', feat='stats', gs='False', header='True', model='KJL-GMM(diag)', time='2021-04-01 01:56:41')
***SFRIG1_2020, KJL-GMM(diag), stats, speedup/data/models/src_dst/stats-header_True/SFRIG1_2020/before_proj_False-gs_False/KJL-GMM(diag)-std_False_center_False-d_5-diag
***0_th repeat
Total test time: 0.007181199034675956 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.006409639026969671, model_test_time: 0.0007715600077062845
Total test time: 0.0018603955395519733 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.001357878791168332, model_test_time: 0.0005025167483836412
Total test time: 0.0026463130488991737 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.0018988579977303743, model_test_time: 0.0007474550511687994
Total test time: 0.0024044441524893045 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.0019101330544799566, model_test_time: 0.0004943110980093479
Total test time: 0.0025412961840629578 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.0019610452000051737, model_test_time: 0.0005802509840577841
Total test time: 0.002242495073005557 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.0017700421158224344, model_test_time: 0.00047245295718312263
Total test time: 0.0011595981195569038 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.0008306670933961868, model_test_time: 0.000328931026160717
Total test time: 0.0014843777753412724 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.0010411296971142292, model_test_time: 0.00044324807822704315
Total test time: 0.0011684477794915438 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.0008635669946670532, model_test_time: 0.00030488078482449055
Total test time: 0.0020093859639018774 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.0015816569793969393, model_test_time: 0.0004277289845049381
Total test time: 0.001463667955249548 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.0011428839061409235, model_test_time: 0.00032078404910862446
Total test time: 0.0015094971749931574 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.0011488900054246187, model_test_time: 0.00036060716956853867
Total test time: 0.0016991999000310898 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.001318533904850483, model_test_time: 0.00038066599518060684
Total test time: 0.0015041050501167774 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.000982874073088169, model_test_time: 0.0005212309770286083
Total test time: 0.0019097980111837387 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.0015007671900093555, model_test_time: 0.00040903082117438316
Total test time: 0.0011688743252307177 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.0008169072680175304, model_test_time: 0.0003519670572131872
Total test time: 0.0016275339294224977 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.0012228938285261393, model_test_time: 0.0004046401008963585
Total test time: 0.0015151938423514366 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.0011504669673740864, model_test_time: 0.00036472687497735023
Total test time: 0.0021875640377402306 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.0015302780084311962, model_test_time: 0.0006572860293090343
Total test time: 0.0017372658476233482 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.0012621809728443623, model_test_time: 0.000475084874778986
***1_th repeat
Total test time: 0.0018618579488247633 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.0013914117589592934, model_test_time: 0.00047044618986546993
Total test time: 0.0014778978656977415 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.0010431031696498394, model_test_time: 0.0004347946960479021
Total test time: 0.0015758879017084837 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.0011133861262351274, model_test_time: 0.00046250177547335625
Total test time: 0.0015941699966788292 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.0012178861070424318, model_test_time: 0.00037628388963639736
Total test time: 0.0013514389283955097 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.0010308518540114164, model_test_time: 0.0003205870743840933
Total test time: 0.0013097289483994246 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.0009339479729533195, model_test_time: 0.000375780975446105
Total test time: 0.0012391929049044847 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.0008219101000577211, model_test_time: 0.0004172828048467636
Total test time: 0.002919393591582775 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.0024013847578316927, model_test_time: 0.0005180088337510824
Total test time: 0.014689496019855142 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.013930107932537794, model_test_time: 0.0007593880873173475
Total test time: 0.001968096010386944 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.0014494489878416061, model_test_time: 0.0005186470225453377
Total test time: 0.0015134806744754314 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.001078156754374504, model_test_time: 0.00043532392010092735
Total test time: 0.0013738162815570831 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.0009840703569352627, model_test_time: 0.00038974592462182045
Total test time: 0.0012130970135331154 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.0009094930719584227, model_test_time: 0.0003036039415746927
Total test time: 0.0020691570825874805 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.0015779829118400812, model_test_time: 0.0004911741707473993
Total test time: 0.0016810977831482887 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.0012840537820011377, model_test_time: 0.000397044001147151
Total test time: 0.0015006361063569784 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.001115261111408472, model_test_time: 0.00038537499494850636
Total test time: 0.001442980719730258 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.000995107926428318, model_test_time: 0.00044787279330193996
Total test time: 0.0011285978835076094 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.0008305220399051905, model_test_time: 0.0002980758436024189
Total test time: 0.0018699816428124905 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.001389852724969387, model_test_time: 0.0004801289178431034
Total test time: 0.0015811189077794552 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.00122277089394629, model_test_time: 0.00035834801383316517
***2_th repeat
Total test time: 0.001215677009895444 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.0008867250289767981, model_test_time: 0.00032895198091864586
Total test time: 0.0011095190420746803 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.0008135850075632334, model_test_time: 0.00029593403451144695
Total test time: 0.0012895769905298948 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.0008700869511812925, model_test_time: 0.0004194900393486023
Total test time: 0.0017579372506588697 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.0012832782231271267, model_test_time: 0.00047465902753174305
Total test time: 0.0012071332894265652 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.0008324612863361835, model_test_time: 0.0003746720030903816
Total test time: 0.0016972215380519629 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.0008205196354538202, model_test_time: 0.0008767019025981426
Total test time: 0.0017165502067655325 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.0012882021255791187, model_test_time: 0.00042834808118641376
