Namespace(dataset='MACCDC1', feat='iat_size', gs='False', header='False', model='KJL-QS-init_GMM(full)', time='2021-04-01 08:21:35')
***MACCDC1, KJL-QS-init_GMM(full), iat_size, speedup/data/models/src_dst/iat_size-header_False/MACCDC1/before_proj_False-gs_False/KJL-QS-init_GMM(full)-std_False_center_False-d_5-full
***0_th repeat
Total test time: 0.017378458054736257 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.014161563012748957, model_test_time: 0.0032168950419873
Total test time: 0.015007334994152188 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01195545494556427, model_test_time: 0.0030518800485879183
Total test time: 0.014975856756791472 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01191701297648251, model_test_time: 0.003058843780308962
Total test time: 0.01494041201658547 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011880235048010945, model_test_time: 0.003060176968574524
Total test time: 0.014983523171395063 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011945956153795123, model_test_time: 0.0030375670175999403
Total test time: 0.015047539956867695 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01194438198581338, model_test_time: 0.0031031579710543156
Total test time: 0.01518942415714264 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012003398034721613, model_test_time: 0.0031860261224210262
Total test time: 0.015102981822565198 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011979194823652506, model_test_time: 0.003123786998912692
Total test time: 0.015113203087821603 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012003917247056961, model_test_time: 0.0031092858407646418
Total test time: 0.015051502967253327 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011929939035326242, model_test_time: 0.003121563931927085
Total test time: 0.020645851269364357 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016219008015468717, model_test_time: 0.00442684325389564
Total test time: 0.02102491515688598 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016610478051006794, model_test_time: 0.004414437105879188
Total test time: 0.020991989644244313 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016614126740023494, model_test_time: 0.0043778629042208195
Total test time: 0.020992621080949903 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016596777131780982, model_test_time: 0.0043958439491689205
Total test time: 0.02093538222834468 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016530148219317198, model_test_time: 0.004405234009027481
Total test time: 0.02098445314913988 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016557831084355712, model_test_time: 0.004426622064784169
Total test time: 0.021019508130848408 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01651885104365647, model_test_time: 0.004500657087191939
