Namespace(dataset='MAWI1_2020', feat='stats', gs='False', header='True', model='KJL-QS-init_GMM(full)', time='2021-04-01 08:13:53')
***MAWI1_2020, KJL-QS-init_GMM(full), stats, speedup/data/models/src_dst/stats-header_True/MAWI1_2020/before_proj_False-gs_False/KJL-QS-init_GMM(full)-std_False_center_False-d_5-full
***0_th repeat
Total test time: 0.022638572845607996 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015187503071501851, model_test_time: 0.007451069774106145
Total test time: 0.0196263559628278 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012158194091171026, model_test_time: 0.0074681618716567755
Total test time: 0.019657873082906008 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012182395905256271, model_test_time: 0.007475477177649736
Total test time: 0.02292287885211408 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01210030703805387, model_test_time: 0.010822571814060211
Total test time: 0.027489802800118923 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01662558503448963, model_test_time: 0.010864217765629292
Total test time: 0.02756237518042326 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016616438049823046, model_test_time: 0.010945937130600214
Total test time: 0.022867694962769747 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015426419908180833, model_test_time: 0.007441275054588914
Total test time: 0.01954198954626918 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012097696540877223, model_test_time: 0.007444293005391955
Total test time: 0.019567654933780432 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012106306850910187, model_test_time: 0.007461348082870245
Total test time: 0.019577634753659368 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012137249810621142, model_test_time: 0.007440384943038225
Total test time: 0.02401162125170231 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.013170255348086357, model_test_time: 0.010841365903615952
Total test time: 0.027537949848920107 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01670423080213368, model_test_time: 0.010833719046786427
Total test time: 0.02746272855438292 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01661888067610562, model_test_time: 0.010843847878277302
Total test time: 0.027571967337280512 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016626992262899876, model_test_time: 0.010944975074380636
Total test time: 0.027425249107182026 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016590308165177703, model_test_time: 0.010834940942004323
Total test time: 0.027495561633259058 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016618270659819245, model_test_time: 0.010877290973439813
Total test time: 0.027439341880381107 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016610771184787154, model_test_time: 0.010828570695593953
Total test time: 0.027521339943632483 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01665025088004768, model_test_time: 0.010871089063584805
Total test time: 0.02745387703180313 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.0165931039955467, model_test_time: 0.010860773036256433
Total test time: 0.019598949933424592 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012189434142783284, model_test_time: 0.007409515790641308
***1_th repeat
Total test time: 0.020228949142619967 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.013110627187415957, model_test_time: 0.00711832195520401
Total test time: 0.019555414095520973 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012308689067140222, model_test_time: 0.007246725028380752
Total test time: 0.019525619223713875 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.0123608170542866, model_test_time: 0.007164802169427276
