Namespace(dataset='DWSHR_WSHR_2020', feat='iat_size', gs='False', header='False', model='Nystrom-GMM(diag)', time='2021-04-01 09:05:51')
***DWSHR_WSHR_2020, Nystrom-GMM(diag), iat_size, speedup/data/models/src_dst/iat_size-header_False/DWSHR_WSHR_2020/before_proj_False-gs_False/Nystrom-GMM(diag)-std_False_center_False-d_5-diag
***0_th repeat
Total test time: 0.0157451459672302 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.014188053086400032, model_test_time: 0.0015570928808301687
Total test time: 0.013303722953423858 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011887238128110766, model_test_time: 0.0014164848253130913
Total test time: 0.01328425807878375 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011861385079100728, model_test_time: 0.0014228729996830225
Total test time: 0.013335167896002531 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011904811719432473, model_test_time: 0.0014303561765700579
Total test time: 0.01340575935319066 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011978385271504521, model_test_time: 0.001427374081686139
Total test time: 0.013392664957791567 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011957513866946101, model_test_time: 0.0014351510908454657
Total test time: 0.013471867190673947 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012041864218190312, model_test_time: 0.001430002972483635
Total test time: 0.01335311122238636 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011932645225897431, model_test_time: 0.0014204659964889288
Total test time: 0.013556994032114744 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011884571053087711, model_test_time: 0.0016724229790270329
Total test time: 0.018596560228616 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016584200086072087, model_test_time: 0.002012360142543912
Total test time: 0.01860835775732994 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.0165817947126925, model_test_time: 0.0020265630446374416
Total test time: 0.018570525106042624 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016501092119142413, model_test_time: 0.0020694329869002104
Total test time: 0.01795989158563316 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016543794656172395, model_test_time: 0.001416096929460764
Total test time: 0.013375443173572421 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011936626164242625, model_test_time: 0.0014388170093297958
Total test time: 0.013451404171064496 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012024253141134977, model_test_time: 0.0014271510299295187
Total test time: 0.01331507577560842 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011880035977810621, model_test_time: 0.0014350397977977991
Total test time: 0.013374664587900043 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.0118984947912395, model_test_time: 0.0014761697966605425
Total test time: 0.013349239015951753 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01187990396283567, model_test_time: 0.0014693350531160831
Total test time: 0.013398590264841914 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01196930999867618, model_test_time: 0.0014292802661657333
Total test time: 0.01329735410399735 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011874832212924957, model_test_time: 0.0014225218910723925
***1_th repeat
Total test time: 0.013550179312005639 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012103047221899033, model_test_time: 0.0014471320901066065
Total test time: 0.013269854942336679 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011835870100185275, model_test_time: 0.0014339848421514034
