Namespace(dataset='MACCDC1', feat='stats', gs='True', header='True', model='KJL-GMM(full)', time='2021-04-01 08:24:21')
***MACCDC1, KJL-GMM(full), stats, speedup/data/models/src_dst/stats-header_True/MACCDC1/before_proj_False-gs_True/KJL-GMM(full)-std_False_center_False-d_5-full
***0_th repeat
Total test time: 0.017013376113027334 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.014402739936485887, model_test_time: 0.0026106361765414476
Total test time: 0.014667529845610261 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012174371862784028, model_test_time: 0.002493157982826233
Total test time: 0.014623048948124051 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01213085395283997, model_test_time: 0.0024921949952840805
Total test time: 0.020478656981140375 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01691071200184524, model_test_time: 0.0035679449792951345
Total test time: 0.020575285190716386 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01692580501548946, model_test_time: 0.003649480175226927
Total test time: 0.02058115298859775 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016926062991842628, model_test_time: 0.003655089996755123
Total test time: 0.02054047049023211 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016972210258245468, model_test_time: 0.003568260231986642
Total test time: 0.020576615817844868 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016993653727695346, model_test_time: 0.003582962090149522
Total test time: 0.020556414034217596 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016966691007837653, model_test_time: 0.003589723026379943
Total test time: 0.0204647125210613 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016913544619455934, model_test_time: 0.0035511679016053677
Total test time: 0.0157954643946141 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01329478807747364, model_test_time: 0.00250067631714046
Total test time: 0.014590291306376457 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012104670284315944, model_test_time: 0.0024856210220605135
Total test time: 0.014671863056719303 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012179870856925845, model_test_time: 0.002491992199793458
Total test time: 0.014714731834828854 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012219166848808527, model_test_time: 0.0024955649860203266
Total test time: 0.014729470945894718 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012237091083079576, model_test_time: 0.0024923798628151417
Total test time: 0.019327223068103194 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015748241916298866, model_test_time: 0.003578981151804328
Total test time: 0.020526378182694316 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016889805207028985, model_test_time: 0.003636572975665331
Total test time: 0.02052789623849094 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016895471140742302, model_test_time: 0.003632425097748637
Total test time: 0.020476415986195207 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016896989895030856, model_test_time: 0.0035794260911643505
Total test time: 0.020476286066696048 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016909378115087748, model_test_time: 0.0035669079516083
***1_th repeat
Total test time: 0.021047105779871345 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01746238279156387, model_test_time: 0.003584722988307476
Total test time: 0.02042995486408472 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016866897931322455, model_test_time: 0.003563056932762265
Total test time: 0.02049719402566552 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016947026131674647, model_test_time: 0.0035501678939908743
