Namespace(dataset='MAWI1_2020', feat='stats', gs='True', header='True', model='Nystrom-GMM(full)', time='2021-04-01 08:10:10')
***MAWI1_2020, Nystrom-GMM(full), stats, speedup/data/models/src_dst/stats-header_True/MAWI1_2020/before_proj_False-gs_True/Nystrom-GMM(full)-std_False_center_False-d_5-full
***0_th repeat
Total test time: 0.02066496480256319 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.014955031918361783, model_test_time: 0.005709932884201407
Total test time: 0.01783802709542215 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01214561122469604, model_test_time: 0.0056924158707261086
Total test time: 0.017704990692436695 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01203996385447681, model_test_time: 0.005665026837959886
Total test time: 0.0177020279224962 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012012057937681675, model_test_time: 0.005689969984814525
Total test time: 0.01777652557939291 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012043648632243276, model_test_time: 0.005732876947149634
Total test time: 0.017742917174473405 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012098279083147645, model_test_time: 0.00564463809132576
Total test time: 0.020381081849336624 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012083703884854913, model_test_time: 0.008297377964481711
Total test time: 0.024766007205471396 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016488926019519567, model_test_time: 0.008277081185951829
Total test time: 0.024781970074400306 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016526961931958795, model_test_time: 0.008255008142441511
Total test time: 0.02250687195919454 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016525980085134506, model_test_time: 0.005980891874060035
Total test time: 0.017841005930677056 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01210790709592402, model_test_time: 0.0057330988347530365
Total test time: 0.01783132180571556 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01216905377805233, model_test_time: 0.005662268027663231
Total test time: 0.01787035702727735 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012116295285522938, model_test_time: 0.005754061741754413
Total test time: 0.017837896710261703 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012111500836908817, model_test_time: 0.005726395873352885
Total test time: 0.024866284104064107 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016549590975046158, model_test_time: 0.008316693129017949
Total test time: 0.02487298846244812 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016586516285315156, model_test_time: 0.008286472177132964
Total test time: 0.024900783086195588 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016572868218645453, model_test_time: 0.008327914867550135
Total test time: 0.024797321064397693 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01653523906134069, model_test_time: 0.008262082003057003
Total test time: 0.024954095482826233 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01665684743784368, model_test_time: 0.008297248044982553
