Namespace(dataset='UNB345_3', feat='iat_size', gs='True', header='False', model='KJL-QS-init_GMM(diag)', time='2021-04-01 07:37:21')
***UNB345_3, KJL-QS-init_GMM(diag), iat_size, speedup/data/models/src_dst/iat_size-header_False/UNB345_3/before_proj_False-gs_True/KJL-QS-init_GMM(diag)-std_False_center_False-d_5-diag
***0_th repeat
Total test time: 0.01620428543537855 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01427977136336267, model_test_time: 0.0019245140720158815
Total test time: 0.01383739011362195 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012047744123265147, model_test_time: 0.001789645990356803
Total test time: 0.013859705999493599 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012073873076587915, model_test_time: 0.0017858329229056835
Total test time: 0.01399166532792151 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01221209205687046, model_test_time: 0.0017795732710510492
Total test time: 0.013960314216092229 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012174647999927402, model_test_time: 0.0017856662161648273
Total test time: 0.013942518271505833 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012156445067375898, model_test_time: 0.0017860732041299343
Total test time: 0.013999091926962137 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012223295867443085, model_test_time: 0.0017757960595190525
Total test time: 0.013908370165154338 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012125760316848755, model_test_time: 0.001782609848305583
Total test time: 0.013911888701841235 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012122667860239744, model_test_time: 0.001789220841601491
Total test time: 0.013919445918872952 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012130205985158682, model_test_time: 0.0017892399337142706
Total test time: 0.013970721047371626 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012132242089137435, model_test_time: 0.001838478958234191
Total test time: 0.014020646922290325 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012170926900580525, model_test_time: 0.0018497200217097998
Total test time: 0.013961461838334799 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01214031595736742, model_test_time: 0.0018211458809673786
Total test time: 0.013973388820886612 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012147778877988458, model_test_time: 0.0018256099428981543
Total test time: 0.01395590603351593 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012167684966698289, model_test_time: 0.0017882210668176413
Total test time: 0.013956333044916391 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012168834917247295, model_test_time: 0.001787498127669096
Total test time: 0.013946129009127617 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012154018972069025, model_test_time: 0.0017921100370585918
Total test time: 0.01394709199666977 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012157629942521453, model_test_time: 0.0017894620541483164
