Namespace(dataset='SFRIG1_2020', feat='iat_size', gs='True', header='False', model='KJL-OCSVM(linear)', time='2021-04-01 08:33:13')
***SFRIG1_2020, KJL-OCSVM(linear), iat_size, speedup/data/models/src_dst/iat_size-header_False/SFRIG1_2020/before_proj_False-gs_True/KJL-OCSVM(linear)-std_False_center_False-d_5-None
***0_th repeat
Total test time: 0.04587410483509302 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.014249472878873348, model_test_time: 0.03162463195621967
Total test time: 0.043161243898794055 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01208013598807156, model_test_time: 0.031081107910722494
Total test time: 0.04300019284710288 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012011989951133728, model_test_time: 0.030988202895969152
Total test time: 0.04327320586889982 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012000268790870905, model_test_time: 0.03127293707802892
Total test time: 0.043445960618555546 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011994619620963931, model_test_time: 0.031451340997591615
Total test time: 0.04336953512392938 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011961101088672876, model_test_time: 0.031408434035256505
Total test time: 0.0490282338578254 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01224878104403615, model_test_time: 0.03677945281378925
Total test time: 0.053326576482504606 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01672643329948187, model_test_time: 0.03660014318302274
Total test time: 0.05374191584996879 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016780263977125287, model_test_time: 0.036961651872843504
Total test time: 0.05201649758964777 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016733063850551844, model_test_time: 0.035283433739095926
Total test time: 0.043424183735623956 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012163505656644702, model_test_time: 0.031260678078979254
Total test time: 0.04327072389423847 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012022972106933594, model_test_time: 0.031247751787304878
Total test time: 0.04307941417209804 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012023139046505094, model_test_time: 0.031056275125592947
Total test time: 0.043963745003566146 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01202419400215149, model_test_time: 0.03193955100141466
Total test time: 0.05319587793201208 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016722175991162658, model_test_time: 0.03647370194084942
Total test time: 0.048723296727985144 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016690729884430766, model_test_time: 0.03203256684355438
Total test time: 0.04354834696277976 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012025583069771528, model_test_time: 0.03152276389300823
Total test time: 0.04677545581944287 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01196845481172204, model_test_time: 0.03480700100772083
Total test time: 0.05301488027907908 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01672598929144442, model_test_time: 0.03628889098763466
Total test time: 0.05289765866473317 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016654248582199216, model_test_time: 0.036243410082533956
***1_th repeat
Total test time: 0.05216414015740156 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016062967013567686, model_test_time: 0.036101173143833876
Total test time: 0.051953923888504505 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015601997030898929, model_test_time: 0.036351926857605577
Total test time: 0.05204483028501272 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015610942151397467, model_test_time: 0.036433888133615255
