Namespace(dataset='SFRIG1_2020', feat='stats', gs='True', header='True', model='KJL-GMM(full)', time='2021-04-01 08:38:35')
***SFRIG1_2020, KJL-GMM(full), stats, speedup/data/models/src_dst/stats-header_True/SFRIG1_2020/before_proj_False-gs_True/KJL-GMM(full)-std_False_center_False-d_5-full
***0_th repeat
Total test time: 0.020874288864433765 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.013829787960276008, model_test_time: 0.007044500904157758
Total test time: 0.018044780706986785 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011125590885058045, model_test_time: 0.0069191898219287395
Total test time: 0.01807124400511384 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011124962009489536, model_test_time: 0.006946281995624304
Total test time: 0.01806752081029117 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011177829932421446, model_test_time: 0.006889690877869725
Total test time: 0.018061151262372732 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011099426308646798, model_test_time: 0.006961724953725934
Total test time: 0.022432623198255897 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01235922914929688, model_test_time: 0.010073394048959017
Total test time: 0.025370832066982985 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015232607023790479, model_test_time: 0.010138225043192506
Total test time: 0.025293277110904455 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015188218094408512, model_test_time: 0.010105059016495943
Total test time: 0.021439311793074012 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.014555713860318065, model_test_time: 0.006883597932755947
Total test time: 0.018037780886515975 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011061240918934345, model_test_time: 0.00697653996758163
Total test time: 0.017979561118409038 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011026149149984121, model_test_time: 0.006953411968424916
Total test time: 0.018008244456723332 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011125109624117613, model_test_time: 0.00688313483260572
Total test time: 0.019635614240542054 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011133591178804636, model_test_time: 0.008502023061737418
Total test time: 0.025304311886429787 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015215604798868299, model_test_time: 0.010088707087561488
Total test time: 0.02538381121121347 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015292030293494463, model_test_time: 0.010091780917719007
Total test time: 0.025510734179988503 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015310048125684261, model_test_time: 0.010200686054304242
Total test time: 0.025346480077132583 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015256643062457442, model_test_time: 0.01008983701467514
Total test time: 0.025377257028594613 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015273754019290209, model_test_time: 0.010103503009304404
Total test time: 0.024831474060192704 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01523384707979858, model_test_time: 0.009597626980394125
Total test time: 0.018149186857044697 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011191756930202246, model_test_time: 0.006957429926842451
***1_th repeat
Total test time: 0.01838277210481465 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011379419127479196, model_test_time: 0.007003352977335453
Total test time: 0.018156315898522735 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011265587992966175, model_test_time: 0.0068907279055565596
Total test time: 0.01821586792357266 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01121208886615932, model_test_time: 0.00700377905741334
Total test time: 0.025629048002883792 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015488229924812913, model_test_time: 0.010140818078070879
Total test time: 0.025680212769657373 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.0154629519674927, model_test_time: 0.010217260802164674
Total test time: 0.025635899743065238 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015473507810384035, model_test_time: 0.010162391932681203
Total test time: 0.018082280177623034 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011185682145878673, model_test_time: 0.006896598031744361
Total test time: 0.01818848098628223 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011193960206583142, model_test_time: 0.006994520779699087
Total test time: 0.0182267758063972 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011232458986341953, model_test_time: 0.006994316820055246
Total test time: 0.018195757642388344 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011267586844041944, model_test_time: 0.0069281707983464
Total test time: 0.023662965279072523 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01354588707908988, model_test_time: 0.010117078199982643
Total test time: 0.02555562322959304 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015459971036761999, model_test_time: 0.01009565219283104
Total test time: 0.02562203025445342 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015476786065846682, model_test_time: 0.010145244188606739
Total test time: 0.025530828395858407 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015451713232323527, model_test_time: 0.01007911516353488
Total test time: 0.02569493488408625 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015572004718706012, model_test_time: 0.01012293016538024
Total test time: 0.025535957887768745 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015427046921104193, model_test_time: 0.010108910966664553
Total test time: 0.025581862777471542 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015470340847969055, model_test_time: 0.010111521929502487
Total test time: 0.025683251209557056 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015530284959822893, model_test_time: 0.010152966249734163
Total test time: 0.025546030141413212 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015454249223694205, model_test_time: 0.010091780917719007
Total test time: 0.025602140231058 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.015484081348404288, model_test_time: 0.010118058882653713
***2_th repeat
Total test time: 0.019536355743184686 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01588016375899315, model_test_time: 0.003656191984191537
Total test time: 0.02005904889665544 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016423875000327826, model_test_time: 0.003635173896327615
Total test time: 0.019972661044448614 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016419392079114914, model_test_time: 0.0035532689653337
Total test time: 0.019995772279798985 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016421949258074164, model_test_time: 0.00357382302172482
Total test time: 0.019942625192925334 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016414615092799067, model_test_time: 0.0035280101001262665
Total test time: 0.020052104722708464 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016394838923588395, model_test_time: 0.0036572657991200686
Total test time: 0.020107471849769354 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016493334900587797, model_test_time: 0.0036141369491815567
Total test time: 0.02001428883522749 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01644803979434073, model_test_time: 0.0035662490408867598
Total test time: 0.020061715971678495 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016509206034243107, model_test_time: 0.0035525099374353886
Total test time: 0.02003143704496324 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016481206053867936, model_test_time: 0.0035502309910953045
Total test time: 0.020026308484375477 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016379153355956078, model_test_time: 0.0036471551284193993
Total test time: 0.02006249176338315 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016416874015703797, model_test_time: 0.0036456177476793528
Total test time: 0.02006360306404531 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01648816908709705, model_test_time: 0.0035754339769482613
Total test time: 0.020037659676745534 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01645785477012396, model_test_time: 0.0035798049066215754
Total test time: 0.019949403125792742 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016384115908294916, model_test_time: 0.0035652872174978256
Total test time: 0.020042420364916325 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016422931337729096, model_test_time: 0.003619489027187228
Total test time: 0.020020290976390243 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016357190907001495, model_test_time: 0.003663100069388747
Total test time: 0.0162524888291955 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.013768880860880017, model_test_time: 0.002483607968315482
Total test time: 0.01440331107005477 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01192281418479979, model_test_time: 0.002480496885254979
Total test time: 0.014401810243725777 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01192116504535079, model_test_time: 0.0024806451983749866
