Namespace(dataset='UNB345_3', feat='iat_size', gs='False', header='False', model='KJL-GMM(diag)', time='2021-04-01 07:40:22')
***UNB345_3, KJL-GMM(diag), iat_size, speedup/data/models/src_dst/iat_size-header_False/UNB345_3/before_proj_False-gs_False/KJL-GMM(diag)-std_False_center_False-d_5-diag
***0_th repeat
Total test time: 0.0160862160846591 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.014589027035981417, model_test_time: 0.0014971890486776829
Total test time: 0.013775639235973358 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012387467082589865, model_test_time: 0.0013881721533834934
Total test time: 0.01380802528001368 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012411908246576786, model_test_time: 0.0013961170334368944
Total test time: 0.013846433022990823 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012446131091564894, model_test_time: 0.001400301931425929
Total test time: 0.013900154968723655 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012506667990237474, model_test_time: 0.0013934869784861803
Total test time: 0.013999540824443102 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012609867844730616, model_test_time: 0.0013896729797124863
Total test time: 0.013862987980246544 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012475852156057954, model_test_time: 0.00138713582418859
Total test time: 0.013854545075446367 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012453335104510188, model_test_time: 0.0014012099709361792
Total test time: 0.013815173879265785 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012422408908605576, model_test_time: 0.0013927649706602097
Total test time: 0.013842596905305982 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012414962751790881, model_test_time: 0.0014276341535151005
Total test time: 0.013886987697333097 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012439611833542585, model_test_time: 0.001447375863790512
Total test time: 0.013832063414156437 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012450408190488815, model_test_time: 0.0013816552236676216
Total test time: 0.013872913317754865 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01248590718023479, model_test_time: 0.0013870061375200748
Total test time: 0.013833284843713045 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012444149935618043, model_test_time: 0.0013891349080950022
Total test time: 0.013890708331018686 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012492647161707282, model_test_time: 0.0013980611693114042
Total test time: 0.013817749684676528 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012419853825122118, model_test_time: 0.00139789585955441
Total test time: 0.013814767124131322 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012409706134349108, model_test_time: 0.0014050609897822142
Total test time: 0.013836267171427608 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012444465421140194, model_test_time: 0.0013918017502874136
Total test time: 0.01377093605697155 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012385447975248098, model_test_time: 0.0013854880817234516
Total test time: 0.013792321784421802 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012387149967253208, model_test_time: 0.0014051718171685934
***1_th repeat
Total test time: 0.014158313861116767 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.012753271963447332, model_test_time: 0.0014050418976694345
