Namespace(dataset='UNB345_3', feat='stats', gs='True', header='True', model='KJL-QS-init_GMM(diag)', time='2021-04-01 07:43:17')
***UNB345_3, KJL-QS-init_GMM(diag), stats, speedup/data/models/src_dst/stats-header_True/UNB345_3/before_proj_False-gs_True/KJL-QS-init_GMM(diag)-std_False_center_False-d_5-diag
***0_th repeat
Total test time: 0.01774746016599238 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.014063023263588548, model_test_time: 0.0036844369024038315
Total test time: 0.014778342796489596 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011178772896528244, model_test_time: 0.0035995698999613523
Total test time: 0.014787545194849372 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01124479016289115, model_test_time: 0.0035427550319582224
Total test time: 0.014815137023106217 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01124271610751748, model_test_time: 0.0035724209155887365
Total test time: 0.014857304748147726 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011231957701966166, model_test_time: 0.0036253470461815596
Total test time: 0.01488313707523048 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01124684582464397, model_test_time: 0.0036362912505865097
Total test time: 0.014855099841952324 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011244327994063497, model_test_time: 0.0036107718478888273
Total test time: 0.014908245066180825 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011261048028245568, model_test_time: 0.003647197037935257
Total test time: 0.01480134204030037 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011184273986145854, model_test_time: 0.0036170680541545153
Total test time: 0.015035021118819714 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011429860023781657, model_test_time: 0.0036051610950380564
Total test time: 0.014879746828228235 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.0112967889290303, model_test_time: 0.003582957899197936
Total test time: 0.014750915812328458 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011199012864381075, model_test_time: 0.003551902947947383
Total test time: 0.014890043064951897 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011349509935826063, model_test_time: 0.0035405331291258335
Total test time: 0.016333362786099315 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011234660865738988, model_test_time: 0.005098701920360327
