Namespace(dataset='UNB345_3', feat='stats', gs='False', header='True', model='Nystrom-QS-init_GMM(diag)', time='2021-04-01 07:46:46')
***UNB345_3, Nystrom-QS-init_GMM(diag), stats, speedup/data/models/src_dst/stats-header_True/UNB345_3/before_proj_False-gs_False/Nystrom-QS-init_GMM(diag)-std_False_center_False-d_5-diag
***0_th repeat
Total test time: 0.018202937906607985 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.014522776007652283, model_test_time: 0.0036801618989557028
Total test time: 0.015150521183386445 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011630265042185783, model_test_time: 0.0035202561412006617
Total test time: 0.015166317811235785 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011550766881555319, model_test_time: 0.0036155509296804667
Total test time: 0.015113912289962173 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011532545322552323, model_test_time: 0.003581366967409849
Total test time: 0.015230946009978652 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011625190963968635, model_test_time: 0.0036057550460100174
Total test time: 0.015122059499844909 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011532230768352747, model_test_time: 0.0035898287314921618
Total test time: 0.015137855662032962 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01159037766046822, model_test_time: 0.003547478001564741
Total test time: 0.015218446962535381 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011682745767757297, model_test_time: 0.0035357011947780848
Total test time: 0.01515602134168148 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011615061201155186, model_test_time: 0.0035409601405262947
Total test time: 0.015176520217210054 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011651430279016495, model_test_time: 0.0035250899381935596
Total test time: 0.015101929660886526 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011556340614333749, model_test_time: 0.0035455890465527773
Total test time: 0.01509789377450943 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011551785981282592, model_test_time: 0.003546107793226838
Total test time: 0.015055930940434337 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.01151191582903266, model_test_time: 0.003544015111401677
Total test time: 0.015103264013305306 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011563359061256051, model_test_time: 0.0035399049520492554
Total test time: 0.015072670765221119 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011468730866909027, model_test_time: 0.003603939898312092
Total test time: 0.015130947809666395 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011532062897458673, model_test_time: 0.0035988849122077227
Total test time: 0.01518813124857843 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011558747151866555, model_test_time: 0.003629384096711874
Total test time: 0.015207282267510891 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011628544190898538, model_test_time: 0.0035787380766123533
Total test time: 0.01521020382642746 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011610561050474644, model_test_time: 0.003599642775952816
Total test time: 0.015074672177433968 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.011530322954058647, model_test_time: 0.0035443492233753204
***1_th repeat
Total test time: 0.020945674274116755 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.0166673781350255, model_test_time: 0.004278296139091253
Total test time: 0.021168725099414587 <= std_test_time: 0, seek_test_time: 0, proj_test_time: 0.016905002994462848, model_test_time: 0.004263722104951739
